quotation,code
,
"One more thing I forgot to mention before.[...] Let's have ""//"" comments here.",technical
,
Awhile ago...commit checkpatch: allow c99 style // comments    Sanitise the lines that contain c99 comments so that the error doesn't    get emitted.    ,technical
,
"The general form uses a space after the //And much more recently commit is specified for various file types, in Documentation so add an appropriate test for    .[chsS] files because many proposed file additions and patches do not use    the correct style.",technical
,
Thanks JoeI guess I was referring to this SPDX warning WARNING: Missing or malformed SPDX-License-Identifier tag in line 1#1.,technical
,
 Like I said earlier in v2 this header went away. And checkpatch takes issue with // in headers. Unless they have removed that requirement.,technical
,
iput while holding spinlock is not good I don't understand this comment. no matter the 'retry' parameter is true or not/maybe we should  distinguish them.,technical
,
"Yep, that's definitely not a good idea.  And maybe this loop could even race with a lookup currently in progress and a new inode could be added to the list after the cleanup.  I didn't verified this race could really occur, because an easy fix is to simply move this loop into ceph mdsc destroy() where we don't really need the spinlock anymore.<snip> Right, maybe the parameter name and the comment are a bit misleading. Get quota realm may need to do an inode lookup and then retry to get the quota realm.  If this lookup is required, it has to drop the rwsem. However, in ceph quota is same realm we need to lookup 2 quota realms ""atomically"", i.e. with the rwsem held.  If get quota realm needs to drop it, it will do the MDS inode lookup anyway but instead of retrying to get the quota realm it will return -EAGAIN (because 'retry' will be 'false').  This allows for ceph quota is same realm to restart the operation itself, and retry to get both quota realms without get quota realm dropping the rwsem. Does it make sense?  I agree the design isn't great :-/ I tried to describe this behavior in get quota realm comment, but it's probably not good enough. Sure, that makes sense.",technical
,
Can someone review this patch?,technical
,
"Patch looks good to me.Terry, did you have time to review it? ",technical
,
"Actually, the good thing of having a test suite, is that it raises bugs :) You are also missing the computation of the usage in hid scan main().This makes the autoloading of hid-multitouch fail, and thus the test suite failing. ",technical
,
"Thanks for the review! Ok, I'll look into it and send a follow-up.",technical
,
I believe it is Bosch M-CAN Revision 3.2.1.1,technical
,
"in the previous email you said that it uses:  Bosch M-CAN Revision 3.2.1.1 This means this, hence it's using FIFOs: I think this frees the skb twice! Also, the index depends on version! If > 30, the last used index should be selected. What happens to the ""tx skb"" if this functions returns with NETDEV TX BUSY? Will it be freed? You stop the queue immediately, even if fifos are used. Is this by purpose? .",technical
,
It appears so.  I will fix it up.OK I will need to look into that. I am missing the change I put in to free this. It must have been lost when rebasing the patch setI will add it back and fix this up Good catch.  I should let the work queue handle this.  I see that < 3.0 stops the queue immediately but > 3.0 does not. I don't know what version of core the hi or mcp parts are using it looks to be 3.0. I believe that's where I pulled the stop from. I will remove it.,technical
,
I'm sorry you're going to have to break this up into multiple patches. Probably one for each item on your list. ,technical
,
"No problem. In a previous patch I had one for each item, but I thought it could be packed in a single one - and avoid '[PATCH n/m]'. Thanks.",technical
,
I'm not sure all that remaining is worth it to be honest. It adds a lot of noise for no particular reason (and the same goes for renaming the file itself).,technical
,
"Maybe keeping names is okay ""for historical reasons"". In fact I want to keep them.",technical
,
"Thanks for working on this, I was actually close to submitting similar patches for V3 support! I just reviewed the definitions and found a mistakes about the LVDS function (that should be 0x3 instead of 0x2). Otherwise, things look good and match what I had came up with. ",technical
,
"Hi :My two cents about this: kernel development is plagued by the inability to rename and rework things as soon as backward compatibility is involved. I believe that renaming and reworking things is quite a good thing to do when it leads to a situation that is easier to understand and makes more sense. In this case, I don't see any blockers that would prevent us from doing this, so I am strongly in favour of it. I really don't see how increased noise and ""historical reasons"" make up for better clarity. ",technical
,
"It simplifies the git history, for once, which has the side effect of reducing conflicts too. A second one is:  Do you prefer to review patches that have some significant value (like a new feature, a bugfix, a new SoC support, etc) or one that renames files and / or symbols ?",technical
,
"Hi: Note that the V3 has a NMI controller at 1c000d0, that is required for handling the AXP209 interrupts IIRQ. I have no idea whether it's also the case on the V3s/S3/S3L though but it would be good to know. Note that I can totally add support for it when adding support for myV3 device that uses the AXP209 this way. Also, could we get proper compatibles and config options for these new SoCs, since they are distinct from the V3S? ",technical
,
"It's not mentioned on the datasheet. If it's present, please send a patch.BTW all V3 series chip share the same die (sun8iw8).Thanks",technical
,
"Hi ,Indeed, it is not documented but the block is definitely there (and it shows up in All winner's kernel source too). I'll send a patch once these series is merged then! Right, so I think it's safe to assume that the controller is there on all of them then. ",technical
,
,
Seems like a bunch of duplication for just 2 differences in clocks. Can't you keep the definitions the same and just skip registering the clocks not present? Perhaps reword as 'Clocks only on V3',technical
,
"I'd rather not, this can lead to access to registers that might not be there when the CCF will read / write that clock ",technical
,
"I see there is some review comments on this patch set so I am waiting for v2.When we have something Maxime, Rob etc has ACKed, I suggest I merge the pinctrl stuff into an immutable branch in the pinctrl tree so that it can be pulled in to ARM SoC if need be (for DTS files to compile for example).",technical
,
No need to put this in the changelog text at all. Please fix up and resend. ,technical
,
"OK.	",technical
,
Good catch.If we do that we need to set 'err' to an error code here [1] and here[2].  Do you think you could fix this and roll another version of your patch?,technical
,
"Next time please submit two patches, one for the PTR ERR and another for not throwing away the err = -E!INVAL and returning just -EINVAL, I'm doing it this time.",technical
,
Please hold off on that - I've asked for other modifications to be done on this patch.,technical
,
"Do you really think that it is necessary to hold? The fixes are trivial and I already have them split and applied, see them below, I think whatever other changes can be done in further patches, no?",technical
,
"Proceeding with the patches below would created two new bugs, hence asking Yue for modifications.",technical
,
"Sorry for late, then I can send a new patch to fix the two new bugs.",technical
,
"Ok, I'll take your word on it then, dropping the patches.",technical
,
Some stray whitespace in here. I cleaned it up. ,technical
,
"hostfs now mostly works.  Almost all of the common operations are now    implemented, the main exceptions being mknod and executing files from    a hostfs filesystem. Enough archaeology for today. :-) ",technical
,
Nice. How do you find these ancient git commits?,technical
,
"Hi,  Colin is obviously right with that. But my guess is that the error occurred because the pattern (from, to) is broken here. Also Maybe the maintainer can fix that. just my 2 cents",technical
,
"This commit is from the old UML cvs tree. I did a import to git some time ago and pushed it to: For classic pre-git stuff, check:",technical
,
"Hello,[I put Thierry into To: because some remaining questions depend on his views]The situation here is as follows: The actual period length calculates as. Consider a clk rate of 600 MHz, then the driver maps ""requested period ""to ""actual period"" as follows: There is an obvious rounding issue: If 218452 ns are requested, we should end in the scale = 1 case for sure. (Similar issues exist for the other cases.) And then there are cases that are not that clear: What if 218000 ns are requested? Where should the line be drawn? Thierry? And what about long periods? The longest actually supported period length is around 3.5 seconds. What if a consumer requests 18 seconds? Where should the line be drawn when the driver is supposed to return-EINVAL (or -ERANGE)? Thierry? Starting with this write the new period length might be active with the previous duty cycle. Is this worth a comment? I think the window where this can actually happen should be made as small as possible, so it would be great to first calculate both register values and then write them in two consecutive writels.What about rounding here? I'd say use ""round closest"" instead of ""round down"".If the PWM was configured for this, get state still returns .duty cycle =0. Is this acceptable? Space after : please. Also applies to the other error strings. I think it would be more common to call the struct pwm device pointer ""pwm"" and the struct pwm sifive ddata pointer ""ddata"".""dev"" is usually a pointer to a struct device. The other functions need the same adaption of course. Here is another rounding question. Given that the period length can only be modified by factors of two there are cases where the real period is off by a factor of at least 1.4 which has an effect on the duty cycle. Consider again an input clk rate of 600 MHz. We either have to go for real period = 109226 ns (as is currently implemented) or with 218452 ns. Which one should be chosen I already asked above. Here the question is (probably depending on the former question) how should the actual duty cycle be calculated? This goto is a noop and so can be dropped. Is it a problem when the notifier is called before pwmchip add was called? Out of interest: Is a real problem addressed here? I.e.: Doe sthe input clock actually change in practise? Also note that pwm sifive clock notifier only adapts the period but not the duty cycle (any more).Given that a clk rate change affects the output, I wonder if the change should be declined if the pwm is running. If the bootloader setup a display with a backlight driven by a PWM it would be ideal to not modify the already running hardware here. Here is another consumer API function call. I think you're leaking a clk enable here. The probe function does one unconditionally that is never undone. ",technical
,
"The comment for this scenario has already been mentioned under the limitation on top of this driver. Anyway, I will try to implement your suggestion of consecutive writes Sure Ok. Will change that Sure Ok, will drop this initialization. Will avoid using it.Will use this instead",technical
,
"Yeah, the comment at the top is for general information about the shortcomings. The comment here would be to say: The problem occurs *here*. ",technical
,
Are you sure this can happen? I don't think this is possible if client->dev.of node is non-NULL. The 'if (client->dev.of node)' above should see to that.,technical
,
"We would not even enter this path without matching compatible, so I think a check here is not really necessary. ",technical
,
"I'd suggest using the username ""fsgqa2"" so that other tests that want to use a second username can do so using a more logically name username.       	 ",technical
,
"This isn't a ""test names with digits"" test, but ""test names beginning with digits"" test.  Changing the username to not begin with digits invalidates the entire purpose of the test which is to ensure that xfs quota can differentiate between UIDs and names beginning with numbers....So from that perspective, NAK. IF there are distros not allowing usernames to start with digits, then this test needs a  requires check and to  not run on those systems.",technical
,
"These should not run automatically if you don't have an external log device configured. Every test should either work with an external logdev or explicitly not run them, so I'm not sure what you're trying to achieve here....This change also looks wrong because This test requires a valid test. this is the external logdev test, and it is a duplicate uuid mount test that has nothing to do with external log devices. And, FWIW, we already have a ""log"" group to indicate tests that exercise the log, and that mostly includes all the tests that use external logs. It would be better to tag all the tests that exercise the log with ""log"" rather than create some new group that doesn't really provide any added benefit",technical
,
NAK. this should be automatically detected by the tests and they not run when support is not available. ,technical
This already  not runs on new systems. we do not want to be adding one-off group descriptors to avoid tests like this - the tests themselves already detect whether they should run or not.xfs/096 2s ... [not run] Requires older mkfs without strict input checks: the last supported version of xfsprogs is 4.5.Why are you trying to add groups to define tests that not runcorrectly on systems they aren't supported on?,technical
,
"The way I'm splitting up tests is one first run with a basic xfs section on a configuration file, with no external log, which pretty much runs all tests but excludes all which require external or funky configurations. A secondary pass then goes through these extra groups and then runs tests only for the previously excluded groups but with their own respective section. So for instance in this case I have. Automatic detection if the requirements are met is fine, but this doesn't let me easily use say. I see...So for my case would one better goal be to just run check without the external one and one with the external log? ",technical
,
"Which seems to me like a misguided attempt to optimise test runtimes. i.e. this doesn't provide test coverage of external log behaviour in all the cases that need to be tested. Data integrity code paths are affected by having an external log. IO ordering changes with external logs, which can expose update/crash recovery problems. external logs can expose data IO race conditions that are masked by interleaved log IO. etc, etc, etc. You can't just run an internal log test then add couple of extra external log tests and say ""external logs work fine"". You can do that if we ignore the fact that a large number of tests need to be run on both internal and external log devices to cover the differences in behaviour between them. See above. Your test coverage assumptions are wrong, so what you are trying to do really doesn't tell you whether external logs work correctly or not. It's worse that not testing external logs at all,  because it gives the false impression that they have been exhaustively tested and work just fine when that really isn't the case. ",technical
,
"This looks fine to me. The only system I have by hand that have both but not any is openSUSE Tumbleweed. Without this patch, dbtest was not built on openSUSE, and was built successfully with this patch applied. And dbtest is still built on RHEL6/7 and Fedora. BTW, I'll queue patch 3 and this patch for next fstests release, while other patches seem not necessary, I agreed with Dave that groups are not for excluding tests, the required tools and environments should be detected by tests and  not run if not met. (The README change looks fine, but it doesn't apply due to the ""fsgqa-381"" change, so I drop it too for now.) ",technical
,
"Makes sense, thanks.  ",technical
,
"Indeed, openSUSE and SLE releases. Yeap. Feel free to modify the commit log accordingly then. Curious, what packages does Fedora/ RHEL6/7 use for the requirement here? We just have one: I think patch 2 is fine too. Yeah makes sense now. I think we should also document when adding a group makes sense as well. Feel free to modify it, its not a big deal.  ",technical
,
"gdbm-devel too, but it has this pointing, so there's no such problem and dbtest is building normally OK, I'll modify on commit, thanks! ",technical
,
"Hi guys -This change breaks on older releases like SLES 11 where both define datum, so we get build failures.  The failure is new, but not because it used to pass and now doesn't.  It's apparently never built on SLES releases since we ship it and then we not run the test that uses.  Now that we're looking for gdbm.h and find it, we attempt to build src/dbtest and fail. This fix isn't the right solution.  The problem is that we have a couple layers of old cruft that needs to be cleaned out.1) As Luis notes, nothing sets HAVE GDBM H.  The thing is that there is no version of gdbm.h that exports the NDBM interface.  Further, looking at the git history, nothing has ever set HAVE GDBM H.  It was dead code when it was committed initially as best I can tell.2) openSUSE Tumbleweed doesn't need <gdbm.h> at all.  It needs <ndbm.h>and this fix works because Luis added it to the one sed to check for <ndbm.h> but it was a check for IRIX and the caller was removed ages ago.  It wouldn't matter if it were called anyway since libndbm is an IRIX library.  Linux, IIRC, has never shipped one. I'll post a few patches following this to clean it up and get it working on SLES11.",technical
,
"What do you mean by 1st and 2nd level? Pretty much. (3) is true in the sense that memory is first allocated from hostmem resource (which is non-dom0 RAM). Not anymore, as far as that particular commit is concerned, but that's because of this commit (Move and shrink AMD 64-bit window to avoid conflict) which was introduced after balloon patch. IIRC there were some issues with it unrelated to balloon. The concern is that in principle nothing prevents someone else to do exact same thing commit did, which is grab something from right above end of RAM as the kernel sees it. And that can be done at any point.",technical
,
"Ah, OK. Doesn't additional memory resource()->insert resource(iomem resource) place the RAM at 1st level? And if not, can we make it so? Since this seems to have broken existing feature this would be an option. But before going that route I'd like to see if we can fix the patch. I have been unable to reproduce your problem. Can you describe what you did? I am not sure I agree that this is plainly wrong. If not for BIOS issues that 03a551734cf mentions I think what the original implementation offa564ad963 did was perfectly reasonable. Which is why I would prefer to keep keep the hostmem resource *if possible*.",technical
,
"That'd mean splitting ""Unusable memory"" resource. Since it's allocated from bootmem it has proven to be quite difficult but there are seem to be special functions available particularly for memory resource management operations that I've not yet experimented with. So the answer is probably - maybe yes but not straightforward. It doesn't happen on all configurations as sometimes the memory is successfully hot plugged to a hole depending on the size of Dom0 memory. But we reproduced it quite reliably with small Dom0 sizes like 752MB. XenServer is using this feature to hot plug additional memory for grantable operations so we started a VM and observed a stable hang. Exactly, those *are* BIOS issues and are not supposed to be workarounded by the OS. And as the next commit showed even the workaround didn't quite helped with it. I agree that having hotmem as a precaution is fine but only if there is a non-cringy way to keep things working with it which I'm not sure does exist.",technical
,
"We have most of the interfaces in the resource framework to do what we want. I put together a semi-working prototype but the tricky part is resource locking --- we need to remove a chunk from hostmem (which will cause hostmem to be resized and possibly split), and insert this chunk to iomem's top level as System RAM, all while holding resource lock.I haven't been able to come up with an acceptable interface for that. Given that we are actually broken I guess I am OK with reverting the patch, but please make sure this works on AMD boxes (I think family 15his what needs to be tested).",technical
,
"After their last commit I don't see how this can be broken:1) They only claim addresses starting from this*unconditionally* which means if there is some memory behind this range on the host (regardless if it's Dom0 or native Linux) they'll break their own systems. 2) So, theoretically, to trigger the original issue we'd need to have a system with RAM higher than it and that shouldn't be assigned to Dom0 but that contradicts (1).Igor",technical
,
"This commit breaks Xen balloon memory hot plug for us in Dom0 with""hoplug unpopulated"" set to 1. The issue is that the common kernel memory onlining procedures require ""System RAM"" resource to be 1-stlevel. That means by inserting it under ""Unusable memory"" as the commit above does (intentionally or not) we make it 2-nd level and break mem or yonlining.There are multiple ways to fix it depending on what was the intention of original commit and what exactly it tried to workaround. It seems it does several things at once:1) Marks non-Dom0 host memory ""Unusable memory"" in resource tree.2) Keeps track of all the areas safe for hot plug in Dom03) Changes allocation algorithms itself in balloon driver to use those areas Are all the things above necessary to cover the issue in fa564ad96366(""x86/PCI: Enable a 64bit BAR on AMD Family 15h (Models 00-1f, 30-3f,60-7f)"")? Can we remove ""Unusable memory"" resources as soon as we finished booting? Is removing on-demand is preferable over ""shoot them all"" in that case? Does it even make sense to remove the 1-st level only restriction in kernel/ resource.c ? ",technical
,
"Forget it 0-day bot, and assorted crickets :) With stock knob settings, that's too late to switch from llc -> l2 affinity for sync wakeups, and completely demolished tbench top end on huge socket NUMA box with lots of bandwidth. Lovely for desktop, somewhere below gawd-awful for big box performance.	",technical
,
crap. google helpfully disabled this account while I was posting this set. I'll repost can call it v3,technical
,
Please change it to read the hardware directly and not use this.,technical
,
"Thanks for the review the change. Here intention is to know the software status of the RCG instead of HW status and we have intentionally not defined the 'is enabled'ops for clk rcg2 shared ops. This clk rcg2 shared ops are only applicable for the RCGs with shared branches across different subsystems. Reason for using the same is mentioned below. When RCG gets enabled by other subsystem (outside the Application processor subsystem):   In this case when RCG gets enabled by branch clock managed by   other subsystem (outside the Application processor subsystem)   and if we check HW status of RCG in clk rcg2 shared set rate()   instead of checking its software status then it will give the status as ENABLED without overlying software knowing its status   and during source switch, update configuration will get fail as   new parent will be in disabled state.   In above scenario, clock framework will not enable the new   parent before configuration update as enable and prepare counts   are zero for RCG clock and clk set rate() will follow below path.   clk rcg2 shared set rate()     clk set parent before()-->New parent will be disabled as prepare count = 0   clk change rate()   clk set rate()So solution of this problem is as follows and same is explained in the commit text of. If software status of the RCG is disabled(enable/prepare counts are0)    then just cache or store the rate in current freq variable and if    software status is enabled then follow the normal update procedure.2. Set the rate and switch to new source only inclk rcg2 shared enable()    i.e. during RCG enable sequence. This will make sure that required    parents are already in enable state before configuration update and    RCG switch will happen successfully every time. In past, We have encountered similar RCG update configuration failure issues for some display RCGs, where there are two branch clocks, one is controlled by application processor subsystem and another one controlled by other subsystem. So to handle such cases, we need clk rcg2 shared ops.",technical
,
"Hello, Ideally you would mention the commit description since the id is not yet usptream.  I found it here (its 1 in this series):  .Ideally we could move <asm-generic/io.h> include down to the bottom of the file and not have to do the defines like like this, it seems clumsy to me.  In'cris', 'nios2' and other architectures I can see they have the generic include at the bottom of the file and not need for #define's.I tried that but I get a lot of errors.  Does your patch to asm-generic/io.h cause build issues for those architectures as well?",technical
,
I got this email from kbuild test robot. I personally tried arm64/x86before I sent the generic asm io.h patch.I tried openrisc/sparc before I sent these v5 patches.,technical
,
"unit address without reg is not valid. Drop the ""@0"".All the memory mapped peripherals should be under at least one simple-bus node. ..",technical
,
,
I'd like to modify it like this in the next version patch.        ,technical
,
"HI, If necessary to handle these, symlink might help here i believe. Upon trying to understand memory-barriers.txt, i felt that it might be better to have it in PDF/HTML format, thus attempted to convert it to rst. And i see it not being welcomed, hence shelving the conversion.",technical
,
"Yes, I understand that some of us have a (reasonable) doubt about the reST markup.  It is not perfect in any matter, e.g. I don't like the ``monospace`` markup.  But this is my home opinion.    My hope is, that those of us who have a doubt give reST    a chance ... it is a compromise, not as bad as you might    think first ... your cooperation and your criticism is    needed and welcome. Please let me invite you / read on: There are other plain-text markups e.g. AsciiDoc or Markdown. The reST markup and the Sphinx-builder is a compromise from a evaluation in 2016 (see linux-doc ML subject ""muddying the waters"" [1]). Jani wrote an article about the evaluation and it results [2]. And there are other articles documenting all the various aspects.- A report from the documentation maintainer [3]- Kernel documentation with Sphinx, part 2: how it works [4]- Kernel documentation update [5]To summarize it with my words: The old DocBook-based toolchain was hard to maintain and of course who want's to write XML? A consistent plain-text markup for articles in /Documentation/* and source-code comments (kernel-doc)was needed. The markup: IMO reST wins that race, because it has a extendable markup specification while others plain-text markups like Markdown have various (HTML) builders with various markup dialects[7] (which is more a mess than a definition).The builder: IMO Sphinx-Doc wins that race, since it is (well) maintained, widely used and has a interface for extensions.I.e. the one extension we wrote: 'kernel-doc' to parse kernel-doc comments from source code and include them in the articles. Perspective: Sphinx-Doc also offers solutions we might use in the future (e.g. building man-pages). Not to end in a mess, extensions should be implemented cautiously and deliberately (be patient). But that should not fool you; yes we have known problems with our toolchain and it is not yet ;) perfect in any matter (e.g. the highlighting in kernel-doc comments or the PDF generation or the sphinx-doc versions shipped with various distributions or ..) Anyway, today we have more than before: The reST learning curve is(compared to DocBook) not hard for newbees and our toolchain is flexible for all the requirements which might come up in the future. IMO the actual challenge is the content and the organization of the doc-tree and for this That's exactly what I mean: give reST a chance :)",technical
,
"Hi, Okay, the outcome is exactly as was feared. Abandoning the patch, let this be > ",technical
,
"Hello, I don't think we want to fully guarantee the current behavior.  On the scheduler side, I don't think it's likely to change but blkio side*might* change.  Can you please collect the root behavior in a separate section and clearly note that the behaviors are subject to change? ",technical
,
"Hello, Will do. ",technical
,
Seems like kallsyms would be one to absolutely scan... it shouldn't cause hangs either.,technical
,
Haven't we fixed kallsyms now? Do you mean that we should be checking to see if the scanned kernel has been patched to include the kallsysms fixes in 4.14? If so perhaps we should add functionality to just check the first line for an address and warn if one is found. No real reason to include ever address in kallsyms in the output. Script doesn't hang but it times out with the default timer (10 seconds).,technical
,
"(versions of patches 1,2 and 4 have been queued by Catalin)(Nit 'ACPI / APEI:' is the normal subject prefix for ghes.c, this helps the maintainers know which patches they need to pay attention to when you are touching multiple trees) This reads as if this patch is handling SError RAS notifications generated by a CPU with the RAS extensions. These are about CPU->Software notifications. APEIand GHES are a firmware first mechanism which is Software->Software. Reading the v8.2 documents won't help anyone with the APEI/GHES code. Please describe this from the ACPI view, ""ACPI 6.x adds support for NOTIFY SEIas a GHES notification mechanism... "",  its up to the arch code to spot a v8.2RAS Error based on the cpu caps. There are problems with doing this: How do SEA and SEI interact? As far as I can see they can both interrupt each other, which isn't something the single in nmi() path in APEI can handle. I thinks we should fix this first.[..] SEA gets away with a lot of things because its synchronous. SEI isn't. Xie XiuQi pointed to the memory failure queue() code. We can use this directly from SEA, but not SEI. (what happens if an SError arrives while we are queueing memory failure work from an IRQ). The one that scares me is the trace-point reporting stuff. What happens if an SError arrives while we are enabling a trace point? (these are static-keys right?)  I don't think we can just plumb SEI in like this and be done with it.  (I'm looking at teasing out the estatus cache code from being x86:NMI only.  This way we solve the same 'cant do this from NMI context' with the same  code'.)I will post what I've got for this estatus-cache thing as an RFC, its not ready to be considered yet.external modules? You mean called by the arch code when it gets this NOTIFY SEI?",technical
,
"If your patch can be consider that, this patch can based on your patchset. thanks. yes, called by kernel ARCH code, such as below, I remember I have discussed with you. ",technical
,
"sorry fix a typo. Yes, I know you are dong that. Your serial's patch will consider all above things, right? If your patch can be consider that, this patch can based on your patchset. thanks.",technical
,
"After this patch user-space can trigger an SError in the guest. If it wants to migrate the guest, how does the pending SError get migrated? I think we need to fix migration first. Andrew Jones suggested using KVM GET/SET VCPU EVENTS:Given KVM uses kvm inject vabt() on v8.0 hardware too, we should cover systems without the v8.2 RAS Extensions with the same API. I think this means a bit to read/write whether SError is pending, and another to indicate the ESR should be set/read.CPUs without the v8.2 RAS Extensions can reject pending-SError that had an ESR.user-space can then use the 'for migration' calls to make a 'new' SError pending. Now that the CPU feature bits are queued, I think this can be split up into two separate series for v4.16-rc1, one to tackle NOTIFY SEI and the associated plumbing. The second for the KVM 'make SError pending' API. Does nothing in the patch that adds the support? This is a bit odd.(oh, its hiding in patch 6...)",technical
,
"Thanks a lot for your review and comments. For the CPUs without the v8.2 RAS Extensions, its ESR is always 0, we only can inject a SError with ESR 0 to guest, cannot set its ESR. About how about to use the KVM GET/SET VCPU EVENTS, I will check the code, and consider your suggestion at the same time. The IOCTL KVM GET/SET VCPU EVENTS has been used by X86. Ok, thanks for your suggestion, will split it. To make this patch simple and small, I add it in patch 6.",technical
,
"thanks for the review. yeah, I have seen that. I pick your modification of setting an impdef ESR for Virtual-SError, so add your name, I change it to 'CC'will follow that. Ok, I will adjust that. thanks, I will directly call pend guest serror() in this function. Thanks, I will call it",technical
,
" It's always implementation-defined. On Juno it seems to be always-0, but other systems may behave differently. (Juno may generate another ESR value when I'm not watching it...) Just because we can't control the ESR doesn't mean injecting an SError isn't something user-space may want to do. If we tackle migration of pending-SError first, I think that will give us the API to create a new pending SError with/without an ESR as appropriate.(Not my suggestion, It was Andrew Jones idea.)We would be re-using the struct to have values with slightly different meanings. But for migration the upshot is the same, call KVM GET VCPU EVENTS on one system, and pass the struct to KVM SET VCPU EVENTS on the new system. If we're lucky Qemu may be able to do this in shared x86/arm64 code. But that made the functionality of this patch: A new API to return -EINVAL from the kernel. Swapping the patches round would have avoided this. Regardless, I think this will fold out in a rebase.",technical
,
"Assuming I got it right, yes. It currently makes the race Xie XiuQi spotted worse, which I want to fix too. (details on the cover letter) I'd like to pick these patches onto the end of that series, but first I want to know what NOTIFY SEI means for any OS. The ACPI spec doesn't say, and because its asynchronous, route-able and mask-able, there are many more corners than NOTFIY SEA.This thing is a notification using an emulated SError exception. (emulated because physical-SError must be routed to EL3 for firmware-first, and virtual-SError belongs to EL2). Does your firmware emulate SError exactly as the TakeException() pseudo code in the Arm-Arm? Is the emulated SError routed following the routing rules for HCR EL2.{AMO, TGE}?What does your firmware do when it wants to emulate SError but its masked?(e.g.1: The physical-SError interrupted EL2 and the SPSR shows EL2 had PSTATE. A set. e.g.2: The physical-SError interrupted EL2 but HCR EL2 indicates the emulated SError should go to EL1. This effectively masks SError.) Answers to these let us determine whether a bug is in the firmware or the kernel. If firmware is expecting the OS to do something special, I'd like to know about it from the beginning! Sure. The phrase 'external modules' usually means the '.ko' files that live in/lib/modules, nothing outside the kernel tree should be doing this stuff. ",technical
,
"Thank you for your time to reply me. For the armv8.0 cpu without RAS Extensions, it does not have vsesr el2, so when guest take a virtual SError, its ESR is 0, can not control the virtual SError's syndrome value, it does not have such registers to control that. Does Juno not have RAS Extension? if yes, I think we can only inject an SError, but can not change its ESR value, because it does not have vsesr el2. yes, we may need to support user-space injects an SError even through CPU does not have RAS Extension. sure, we should. Last week, I checked the KVM GET/SET VCPU EVENTS IOCTL, it should meet our migration requirements Got it. Thanks for the reminder, I know your meaning. In the x86, the kvm vcpu events includes exception/interrupt/nmi/smi. For the RAS, we only involves the exception, so Qemu handling logic is different. Anyway, I will try to share code for the two platform in Qemu. yes, I will, thanks for your kind suggestion.",technical
,
", it is.Yes, it is. Currently we does not consider much about the mask status(SPSR).I remember that you ever suggested firmware should reboot if the mask status is set(SPSR), right? I ever suggest our firmware team to evaluate that, but there is no response. I CC ""liu jun""who is our UEFI firmware Architect, if you have firmware requirements, you can raise again. I know your meaning, thanks for raising it again. I will rename 'external modules' to other name. Thanks.",technical
,
"My point was its more nuanced than this: the ARM- ARM'sTake Virtual SErrorException() pseudo-code lets virtual-SError have an implementation defined syndrome. I've never seen Juno generate anything other than '0', but it might do something different on a Thursday. The point? We can't know what a CPU without the RAS extensions puts in there. Why Does this matter? When migrating a pending SError we have to know the difference between 'use this 64bit value', and 'the CPU will generate it'. If I make an SError pending with ESR=0 on a CPU with VSESR, I can't migrated to a system that generates an impdef SError-ESR, because I can't know it will be 0.It's two types of v8.0 CPU, no RAS extensions. I agree, this means we need to be able to tell the difference between 'pending 'and 'pending with this ESR'. Great! ",technical
,
"Thanks for the mail. I checked it, you are right, the virtual SError's syndrome value can be 0 or implementation defined value, not always 0,which is decided by the ""exception.syndrome<24>"".thanks for the clarification. Yes, But it will have a issue, For the target system, before taking the SError, no one can know whether its syndrome value is IMPLEMENTATION DEFINED or architecturally defined. when the virtual SError is taken, the ESR ELx.IDS will be updated, then we can know whether the ESR value is impdef or architecturally defined. It seems migration is only allowed only when target system and source system all support RAS extension, because we do not know whether its syndrome is IMPLEMENTATION DEFINED or architecturally defined.",technical
,
"For a virtual-SError, the hypervisor knows what it generated. (do I haveVSESR EL2? What did I put in there?).True, the guest can't know anything about a pending virtual SError until it takes it. Why is this a problem? I don't think Qemu allows migration between hosts with differing guest-ID registers. But we shouldn't depend on this, and we may want to hide the v8.2 RAS features from the guest's ID register, but still use them from the host. The way I imagined it working was we would pack the following information into that events.The problem I was trying to describe is because there is no value of serror esrwe can use to mean 'Ignore this, I'm a v8.0 CPU'. VSESR EL2 is a 64bit register, any bits we abuse may get a meaning we want to use in the future. When it comes to migration, v8.{0,1} systems can only GET/SET events where serror has esr == false, they can't use the serror esr. On v8.2 systems we should require serror has esr to be true.If we need to support migration from v8.{0,1} to v8.2, we can make up an impdefserror esr.We will need to decide what KVM does when SET is called but an SError was already pending. 2.5.3 ""Multiple SError interrupts"" of [0] has something to say. ",technical
,
" sorry for my late response due to chines new year. so when migration from v8.{0,1} to v8.2, QEMU should make up an impdefserror esr for the v8.2 target. Can you give me some suggestion how to set that register in the QEMU?I do not familiar with the QEMU migration. Thanks very much. how about KVM set again to the same VCPU? thanks!",technical
,
