thread_id,email_id,email_code,email_body,previous_email_id,previous_email_code,previous_email_body,concat_body
189397,189400,technical,"Well, the main point of backporting this change is to fix symlink decryption on32-bit systems.  So, it would be needed on both ext4 and f2fs.  Jin, it might be a good idea to fix f2fs in this patch at well, since unlike the AOSP kernels, the LTS kernels do not have the latest f2fs backported to them. I don't think backporting this change for other filesystems is particularly important, since if I understand correctly, the reasons that Al made the change originally were:- to allow following symlinks in RCU mode, but that's not implemented in old  kernels- to prevent a process from using up all kmaps and deadlocking the system, which  I'm not sure is a real problem (someone would need to try to put together a  reproducer), but if so it would probably just be a local device of service. Also if we actually backported the full commit there are follow-on fixes such as this  that would be needed as well but might be missed.",189399,technical,"No objections with my ext4 hat on. It should be noted though that this is a partial backport because it only fixes ext4, while Al's original upstream fix addressed a much larger set of file systems.  In the Android kernel the f2fs fix had been backported separately.  But for the upstream kernel, it *might*be the case that we should try backporting the original commit so that in case there is some other general purpose distribution decides (a)to base their system on 4.4, and (b) support a 32-bit kernel, they get the more general bug fixes which applies for these.I haven't been paying attention to what LTS kernels general purpose distro's are using, so I don't know how important this would be.  And if there are companies like Cloudflare which are using upstream LTS kernel, it seems unlikely they would want to use a 32-bit kernel, so.... shrug.  I'll let you decide if you want to backport the full commit or not.(We had a similar discussion on the AOSP kernel, and came to the conclusion that we only needed to make the patch support ext4.  No one was going to test the other file systems besides ext4 and f2fs, anyway.  But the calculus might be different might be different for the general upstream LTS kernel.)","No objections with my ext4 hat on. It should be noted though that this is a partial backport because it only fixes ext4, while Al's original upstream fix addressed a much larger set of file systems.  In the Android kernel the f2fs fix had been backported separately.  But for the upstream kernel, it *might*be the case that we should try backporting the original commit so that in case there is some other general purpose distribution decides (a)to base their system on 4.4, and (b) support a 32-bit kernel, they get the more general bug fixes which applies for these.I haven't been paying attention to what LTS kernels general purpose distro's are using, so I don't know how important this would be.  And if there are companies like Cloudflare which are using upstream LTS kernel, it seems unlikely they would want to use a 32-bit kernel, so.... shrug.  I'll let you decide if you want to backport the full commit or not.(We had a similar discussion on the AOSP kernel, and came to the conclusion that we only needed to make the patch support ext4.  No one was going to test the other file systems besides ext4 and f2fs, anyway.  But the calculus might be different might be different for the general upstream LTS kernel.) Well, the main point of backporting this change is to fix symlink decryption on32-bit systems.  So, it would be needed on both ext4 and f2fs.  Jin, it might be a good idea to fix f2fs in this patch at well, since unlike the AOSP kernels, the LTS kernels do not have the latest f2fs backported to them. I don't think backporting this change for other filesystems is particularly important, since if I understand correctly, the reasons that Al made the change originally were:- to allow following symlinks in RCU mode, but that's not implemented in old  kernels- to prevent a process from using up all kmaps and deadlocking the system, which  I'm not sure is a real problem (someone would need to try to put together a  reproducer), but if so it would probably just be a local device of service. Also if we actually backported the full commit there are follow-on fixes such as this  that would be needed as well but might be missed."
189397,189402,technical,"Sure, uploaded. ",189400,technical,"Well, the main point of backporting this change is to fix symlink decryption on32-bit systems.  So, it would be needed on both ext4 and f2fs.  Jin, it might be a good idea to fix f2fs in this patch at well, since unlike the AOSP kernels, the LTS kernels do not have the latest f2fs backported to them. I don't think backporting this change for other filesystems is particularly important, since if I understand correctly, the reasons that Al made the change originally were:- to allow following symlinks in RCU mode, but that's not implemented in old  kernels- to prevent a process from using up all kmaps and deadlocking the system, which  I'm not sure is a real problem (someone would need to try to put together a  reproducer), but if so it would probably just be a local device of service. Also if we actually backported the full commit there are follow-on fixes such as this  that would be needed as well but might be missed.","Well, the main point of backporting this change is to fix symlink decryption on32-bit systems.  So, it would be needed on both ext4 and f2fs.  Jin, it might be a good idea to fix f2fs in this patch at well, since unlike the AOSP kernels, the LTS kernels do not have the latest f2fs backported to them. I don't think backporting this change for other filesystems is particularly important, since if I understand correctly, the reasons that Al made the change originally were:- to allow following symlinks in RCU mode, but that's not implemented in old  kernels- to prevent a process from using up all kmaps and deadlocking the system, which  I'm not sure is a real problem (someone would need to try to put together a  reproducer), but if so it would probably just be a local device of service. Also if we actually backported the full commit there are follow-on fixes such as this  that would be needed as well but might be missed. Sure, uploaded. "
189397,189401,technical,"Yup... and *that's* only a problem on 32-bit systems.  And aside from Android, it's unclear to me how much we need to support 32-bit systems on upstream LTS kernels.  I suppose there might be Raspberry PI's which are 32-bits and which might want to use btrfs.  Personally I'm not sure we should care all that much, but others who care more about LTS kernels and 32-bit systems might have a different opinion.",189402,technical,"Sure, uploaded. ","Sure, uploaded.  Yup... and *that's* only a problem on 32-bit systems.  And aside from Android, it's unclear to me how much we need to support 32-bit systems on upstream LTS kernels.  I suppose there might be Raspberry PI's which are 32-bits and which might want to use btrfs.  Personally I'm not sure we should care all that much, but others who care more about LTS kernels and 32-bit systems might have a different opinion."
191357,191568,technical,"HI, You have on extra line here The leading 0 will generate a DT warning Since you have that extra line above, you can just drop this new line here. Thanks!",191361,-1,," HI, You have on extra line here The leading 0 will generate a DT warning Since you have that extra line above, you can just drop this new line here. Thanks!"
191357,191567,technical,this should be the whole size of the memory region.,191568,technical,"HI, You have on extra line here The leading 0 will generate a DT warning Since you have that extra line above, you can just drop this new line here. Thanks!","HI, You have on extra line here The leading 0 will generate a DT warning Since you have that extra line above, you can just drop this new line here. Thanks! this should be the whole size of the memory region."
191357,192759,technical,OK. (Although on the datasheet digital part and analog part is listed as one region.),191567,technical,this should be the whole size of the memory region.,this should be the whole size of the memory region. OK. (Although on the datasheet digital part and analog part is listed as one region.)
195592,197910,technical,"Queued, thanks.",195592,technical,," Queued, thanks."
195592,197915,technical,I am not arguing about the kvm change but do we actually want to warn for 0 sized allocations? this just doesn't make much sense to me. In other words don't we want this?,197910,technical,"Queued, thanks.","Queued, thanks. I am not arguing about the kvm change but do we actually want to warn for 0 sized allocations? this just doesn't make much sense to me. In other words don't we want this?"
195592,197935,technical,"There have been quite a few reports of this from them and generally we've fixed them.  It does seem like a recipe for NULL-pointer dereferences when the size is user-controlled (as in this case).But here I'm actually not sure that the ""allocation failure: 0 bytes ""can happen, since we have a check above for this, and there is a check also so that the maximum allocation here is a meagre 128 KiB. So I'm wondering if this patch is obsolete actually after commit.",197915,technical,I am not arguing about the kvm change but do we actually want to warn for 0 sized allocations? this just doesn't make much sense to me. In other words don't we want this?,"I am not arguing about the kvm change but do we actually want to warn for 0 sized allocations? this just doesn't make much sense to me. In other words don't we want this? There have been quite a few reports of this from them and generally we've fixed them.  It does seem like a recipe for NULL-pointer dereferences when the size is user-controlled (as in this case).But here I'm actually not sure that the ""allocation failure: 0 bytes ""can happen, since we have a check above for this, and there is a check also so that the maximum allocation here is a meagre 128 KiB. So I'm wondering if this patch is obsolete actually after commit."
195592,197940,technical,Are you sure that you got the right vmalloc?,197935,technical,"There have been quite a few reports of this from them and generally we've fixed them.  It does seem like a recipe for NULL-pointer dereferences when the size is user-controlled (as in this case).But here I'm actually not sure that the ""allocation failure: 0 bytes ""can happen, since we have a check above for this, and there is a check also so that the maximum allocation here is a meagre 128 KiB. So I'm wondering if this patch is obsolete actually after commit.","There have been quite a few reports of this from them and generally we've fixed them.  It does seem like a recipe for NULL-pointer dereferences when the size is user-controlled (as in this case).But here I'm actually not sure that the ""allocation failure: 0 bytes ""can happen, since we have a check above for this, and there is a check also so that the maximum allocation here is a meagre 128 KiB. So I'm wondering if this patch is obsolete actually after commit. Are you sure that you got the right vmalloc?"
195592,197946,technical,"Nice catch!  But well, it's the only one in the whole file. (smile)  That seems very much like an old patch then.  I'm unqueuing it.",197940,technical,Are you sure that you got the right vmalloc?,"Are you sure that you got the right vmalloc? Nice catch!  But well, it's the only one in the whole file. (smile)  That seems very much like an old patch then.  I'm unqueuing it."
195592,197985,technical,We do return NULL for that case regardless the above. The patch just doesn't warn. Or do you think it is helpful to warn?,197946,technical,"Nice catch!  But well, it's the only one in the whole file. (smile)  That seems very much like an old patch then.  I'm unqueuing it.","Nice catch!  But well, it's the only one in the whole file. (smile)  That seems very much like an old patch then.  I'm unqueuing it. We do return NULL for that case regardless the above. The patch just doesn't warn. Or do you think it is helpful to warn?"
195592,197990,technical,"It certainly helps bringing potential issues in the spotlight (through fuzzing, mostly).",197985,technical,We do return NULL for that case regardless the above. The patch just doesn't warn. Or do you think it is helpful to warn?,"We do return NULL for that case regardless the above. The patch just doesn't warn. Or do you think it is helpful to warn? It certainly helps bringing potential issues in the spotlight (through fuzzing, mostly)."
195592,198359,technical,"It's not a catch at all, the fact that I saw this warning with an older kernel for this doesn't mean that I can't patch it with an upstream kernel.  Would you prefer I remove the stack trace completely?",197995,-1,," It's not a catch at all, the fact that I saw this warning with an older kernel for this doesn't mean that I can't patch it with an upstream kernel.  Would you prefer I remove the stack trace completely?"
195592,198460,technical,"FWIW, your stack trace did not complain about a too big allocation, it complained about 0 allocation. this case should be prevented. The only question is does your patch makes sense nevertheless as we gracefully handle this case? So a reproducer on a newer kernel would be good. Maybe use the ""vmalloc"" kernel parameter to force this.",198359,technical,"It's not a catch at all, the fact that I saw this warning with an older kernel for this doesn't mean that I can't patch it with an upstream kernel.  Would you prefer I remove the stack trace completely?","It's not a catch at all, the fact that I saw this warning with an older kernel for this doesn't mean that I can't patch it with an upstream kernel.  Would you prefer I remove the stack trace completely? FWIW, your stack trace did not complain about a too big allocation, it complained about 0 allocation. this case should be prevented. The only question is does your patch makes sense nevertheless as we gracefully handle this case? So a reproducer on a newer kernel would be good. Maybe use the ""vmalloc"" kernel parameter to force this."
195592,198520,technical,The upstream kernel doesn't warn.  It checks this before calling vmalloc,198460,technical,"FWIW, your stack trace did not complain about a too big allocation, it complained about 0 allocation. this case should be prevented. The only question is does your patch makes sense nevertheless as we gracefully handle this case? So a reproducer on a newer kernel would be good. Maybe use the ""vmalloc"" kernel parameter to force this.","FWIW, your stack trace did not complain about a too big allocation, it complained about 0 allocation. this case should be prevented. The only question is does your patch makes sense nevertheless as we gracefully handle this case? So a reproducer on a newer kernel would be good. Maybe use the ""vmalloc"" kernel parameter to force this. The upstream kernel doesn't warn.  It checks this before calling vmalloc"
195592,198558,technical,It will warn of the vmalloc space is really exhausted. But then I really ask myself if we really want to suppress this warning. this should be a big ALERT to the host admin.,198520,technical,The upstream kernel doesn't warn.  It checks this before calling vmalloc,The upstream kernel doesn't warn.  It checks this before calling vmalloc It will warn of the vmalloc space is really exhausted. But then I really ask myself if we really want to suppress this warning. this should be a big ALERT to the host admin.
195592,198582,technical,Especially since the biggest allocation it can do is 128 KiB...,198558,technical,It will warn of the vmalloc space is really exhausted. But then I really ask myself if we really want to suppress this warning. this should be a big ALERT to the host admin.,It will warn of the vmalloc space is really exhausted. But then I really ask myself if we really want to suppress this warning. this should be a big ALERT to the host admin. Especially since the biggest allocation it can do is 128 KiB...
197454,197455,technical,"Shouldn't this be the other way around?  Everyone is used to 7 now, so you're changing the default back to 6.  I would think that it should be 7 by default, and platforms like Brahma-B53 should force it to 6.",197454,technical,," Shouldn't this be the other way around?  Everyone is used to 7 now, so you're changing the default back to 6.  I would think that it should be 7 by default, and platforms like Brahma-B53 should force it to 6."
197454,197457,technical,"That is debatable, is there a good publicly available table of what the typical L1 cache line size is on ARMv8 platforms?",197455,technical,"Shouldn't this be the other way around?  Everyone is used to 7 now, so you're changing the default back to 6.  I would think that it should be 7 by default, and platforms like Brahma-B53 should force it to 6.","Shouldn't this be the other way around?  Everyone is used to 7 now, so you're changing the default back to 6.  I would think that it should be 7 by default, and platforms like Brahma-B53 should force it to 6. That is debatable, is there a good publicly available table of what the typical L1 cache line size is on ARMv8 platforms?"
197454,197460,technical,"I don't have that, but I was under the impression that we moved from 6to 7 because more and more ARMv8 platforms have 128-byte caches, so that is the ""new normal""",197457,technical,"That is debatable, is there a good publicly available table of what the typical L1 cache line size is on ARMv8 platforms?","That is debatable, is there a good publicly available table of what the typical L1 cache line size is on ARMv8 platforms? I don't have that, but I was under the impression that we moved from 6to 7 because more and more ARMv8 platforms have 128-byte caches, so that is the ""new normal"""
197454,197461,technical,"That does not seem to be the data that I am collecting from ARM's website and some quick googling: The following cores appear to have a 64bytes L1D cache line size: A55,A73 (fixed), A35, A32, A53, A57 (fixed), A72 (fixed) even the Falkor seems to be that way according to [1].APM Mustang also seems to be 64b L1D according to [2]And then we seem to covering what the ARM64 mainline kernel knows about non-ARM implementations: ThunderX and ThunderX2 (formerly BroadcomVulcan). There is possibly the Qualcomm Kryo is different, but wikipedia seems to suggest it is a derivative of existing Cortex-A CPUs which have a 64b cache line size. Let's see what Catalin and Will think about what the default should be.",197460,technical,"I don't have that, but I was under the impression that we moved from 6to 7 because more and more ARMv8 platforms have 128-byte caches, so that is the ""new normal""","I don't have that, but I was under the impression that we moved from 6to 7 because more and more ARMv8 platforms have 128-byte caches, so that is the ""new normal"" That does not seem to be the data that I am collecting from ARM's website and some quick googling: The following cores appear to have a 64bytes L1D cache line size: A55,A73 (fixed), A35, A32, A53, A57 (fixed), A72 (fixed) even the Falkor seems to be that way according to [1].APM Mustang also seems to be 64b L1D according to [2]And then we seem to covering what the ARM64 mainline kernel knows about non-ARM implementations: ThunderX and ThunderX2 (formerly BroadcomVulcan). There is possibly the Qualcomm Kryo is different, but wikipedia seems to suggest it is a derivative of existing Cortex-A CPUs which have a 64b cache line size. Let's see what Catalin and Will think about what the default should be."
197454,197737,technical,this approach has been raised before ([1] as an example but you can probably find other threads) and NAK'ed. I really don't want this macro to be configurable as we aim for a single kernel Image. My proposal was to move it back to 6 and this to 128 as this is the largest known CWG. The networking code is wrong in assuming it only needs this for DMA alignment but we can add some safety checks (i.e. WARN_ON) in the arch dma ops code if the device is non-coherent. I'll send a patch to the list (hopefully later today).,197461,technical,"That does not seem to be the data that I am collecting from ARM's website and some quick googling: The following cores appear to have a 64bytes L1D cache line size: A55,A73 (fixed), A35, A32, A53, A57 (fixed), A72 (fixed) even the Falkor seems to be that way according to [1].APM Mustang also seems to be 64b L1D according to [2]And then we seem to covering what the ARM64 mainline kernel knows about non-ARM implementations: ThunderX and ThunderX2 (formerly BroadcomVulcan). There is possibly the Qualcomm Kryo is different, but wikipedia seems to suggest it is a derivative of existing Cortex-A CPUs which have a 64b cache line size. Let's see what Catalin and Will think about what the default should be.","That does not seem to be the data that I am collecting from ARM's website and some quick googling: The following cores appear to have a 64bytes L1D cache line size: A55,A73 (fixed), A35, A32, A53, A57 (fixed), A72 (fixed) even the Falkor seems to be that way according to [1].APM Mustang also seems to be 64b L1D according to [2]And then we seem to covering what the ARM64 mainline kernel knows about non-ARM implementations: ThunderX and ThunderX2 (formerly BroadcomVulcan). There is possibly the Qualcomm Kryo is different, but wikipedia seems to suggest it is a derivative of existing Cortex-A CPUs which have a 64b cache line size. Let's see what Catalin and Will think about what the default should be. this approach has been raised before ([1] as an example but you can probably find other threads) and NAK'ed. I really don't want this macro to be configurable as we aim for a single kernel Image. My proposal was to move it back to 6 and this to 128 as this is the largest known CWG. The networking code is wrong in assuming it only needs this for DMA alignment but we can add some safety checks (i.e. WARN_ON) in the arch dma ops code if the device is non-coherent. I'll send a patch to the list (hopefully later today)."
197454,201666,technical,"With a server hat on...There are many ARMv8 server platforms that do 64b today, but future designs are likely to head toward 128b (for a variety of reasons). Many of the earlier designs were 64b because that's what certain other arches were using in their server cores. I doubt Vulcan will remain a unique and special case for very long. On the CCIX side of things, I've been trying to push people to go with 128b lines in future designs too.",197737,technical,this approach has been raised before ([1] as an example but you can probably find other threads) and NAK'ed. I really don't want this macro to be configurable as we aim for a single kernel Image. My proposal was to move it back to 6 and this to 128 as this is the largest known CWG. The networking code is wrong in assuming it only needs this for DMA alignment but we can add some safety checks (i.e. WARN_ON) in the arch dma ops code if the device is non-coherent. I'll send a patch to the list (hopefully later today).,"this approach has been raised before ([1] as an example but you can probably find other threads) and NAK'ed. I really don't want this macro to be configurable as we aim for a single kernel Image. My proposal was to move it back to 6 and this to 128 as this is the largest known CWG. The networking code is wrong in assuming it only needs this for DMA alignment but we can add some safety checks (i.e. WARN_ON) in the arch dma ops code if the device is non-coherent. I'll send a patch to the list (hopefully later today). With a server hat on...There are many ARMv8 server platforms that do 64b today, but future designs are likely to head toward 128b (for a variety of reasons). Many of the earlier designs were 64b because that's what certain other arches were using in their server cores. I doubt Vulcan will remain a unique and special case for very long. On the CCIX side of things, I've been trying to push people to go with 128b lines in future designs too."
198233,198541,technical,"Mmm, I'm afraid we can't do this. this might be called from interrupt contex by this.",198238,-1,," Mmm, I'm afraid we can't do this. this might be called from interrupt contex by this."
198233,198548,technical,Maybe conditionally grabbing it if pi is true could do? I guess we don't care much about domains when sysrq.,198541,technical,"Mmm, I'm afraid we can't do this. this might be called from interrupt contex by this.","Mmm, I'm afraid we can't do this. this might be called from interrupt contex by this. Maybe conditionally grabbing it if pi is true could do? I guess we don't care much about domains when sysrq."
198233,198817,technical,Arrghhh... Back to the drawing board.,198574,-1,, Arrghhh... Back to the drawing board.
198233,198890,technical,Eh.. even though the warning simply happens because unlocking of CPU set lock is missing,198817,technical,Arrghhh... Back to the drawing board.,Arrghhh... Back to the drawing board. Eh.. even though the warning simply happens because unlocking of CPU set lock is missing
198233,199337,technical,I was then actually thinking that try locking might do.. not sure however if failing with -EBUSY in the contended case is feasible (and about the general ugliness of the solution :/),198890,technical,Eh.. even though the warning simply happens because unlocking of CPU set lock is missing,Eh.. even though the warning simply happens because unlocking of CPU set lock is missing I was then actually thinking that try locking might do.. not sure however if failing with -EBUSY in the contended case is feasible (and about the general ugliness of the solution :/)
198233,199345,technical,"Or, as suggested by in IRC, the following (which still would require conditional locking for the sysrq case) Avoid rq from going away on us:",199337,technical,I was then actually thinking that try locking might do.. not sure however if failing with -EBUSY in the contended case is feasible (and about the general ugliness of the solution :/),"I was then actually thinking that try locking might do.. not sure however if failing with -EBUSY in the contended case is feasible (and about the general ugliness of the solution :/) Or, as suggested by in IRC, the following (which still would require conditional locking for the sysrq case) Avoid rq from going away on us:"
202437,505149,technical,"Just for the record, while this may work for media, it won't work for all subsystems.  One will quickly get a complaint that the big patch needs to go into multiple trees.",505124,technical,I find it safer in this way  while I was browsing through the landscape of Linux software components. It is just the case that there are so many remaining open issues. Thanks for a bit of change acceptance. Will any chances evolve to integrate 146 patches in any other combination? Can we achieve an agreement on the shown change patterns? Is a consensus possible for involved update candidates? I find that I did this already. I got an other software development opinion. Do we need to try any additional communication tools out? I hope that various change possibilities (from my selection) will become useful for more Linux users. How will the clarification evolve further?,"I find it safer in this way  while I was browsing through the landscape of Linux software components. It is just the case that there are so many remaining open issues. Thanks for a bit of change acceptance. Will any chances evolve to integrate 146 patches in any other combination? Can we achieve an agreement on the shown change patterns? Is a consensus possible for involved update candidates? I find that I did this already. I got an other software development opinion. Do we need to try any additional communication tools out? I hope that various change possibilities (from my selection) will become useful for more Linux users. How will the clarification evolve further? Just for the record, while this may work for media, it won't work for all subsystems.  One will quickly get a complaint that the big patch needs to go into multiple trees."
202437,505158,technical,For the record: this only applies to drivers/media. We discussed what do to with series like this during our media summit last Friday and this was the conclusion of that. Obviously I can't talk about other subsystems.,505149,technical,"Just for the record, while this may work for media, it won't work for all subsystems.  One will quickly get a complaint that the big patch needs to go into multiple trees.","Just for the record, while this may work for media, it won't work for all subsystems.  One will quickly get a complaint that the big patch needs to go into multiple trees. For the record: this only applies to drivers/media. We discussed what do to with series like this during our media summit last Friday and this was the conclusion of that. Obviously I can't talk about other subsystems."
202437,505225,technical,I have got an other impression. I continued with the presentation of suggestions from my selection of change possibilities. It seems that there are very different expectations for the preferred patch granularity. Can it happen again that you are going to use a development tool like  (as a maintainer) for the desired recombination of possible update steps?,505195,not_technical,"I did that: either one patch per directory with the same type of change, or one patch per driver combining all the changes for that driver. Yes, and you were told not to do it like that again.","I did that: either one patch per directory with the same type of change, or one patch per driver combining all the changes for that driver. Yes, and you were told not to do it like that again. I have got an other impression. I continued with the presentation of suggestions from my selection of change possibilities. It seems that there are very different expectations for the preferred patch granularity. Can it happen again that you are going to use a development tool like  (as a maintainer) for the desired recombination of possible update steps?"
202437,505124,technical,I find it safer in this way  while I was browsing through the landscape of Linux software components. It is just the case that there are so many remaining open issues. Thanks for a bit of change acceptance. Will any chances evolve to integrate 146 patches in any other combination? Can we achieve an agreement on the shown change patterns? Is a consensus possible for involved update candidates? I find that I did this already. I got an other software development opinion. Do we need to try any additional communication tools out? I hope that various change possibilities (from my selection) will become useful for more Linux users. How will the clarification evolve further?,505099,not_technical,"While we do not mind cleanup patches, the way you post them (one fix per file) is really annoying and takes us too much time to review. I'll take the ""Fix a possible null pointer"" patch since it is an actual bug fix, but will reject the others, not just this driver but all of them that are currently pendingin our patchwork. Feel free to repost, but only if you organize the patch as either fixing the same type of issue for a whole subdirectory (media/usb, media/pci, etc) or fixing all issues for a single driver. Actual bug fixes (like the null pointer patch in this series) can still be posted as separate patches, but cleanups shouldn't. So in this particular case I would expect two patches: one for the bug fix, one for the cleanups. Just so you know, I'll reject any future patch series that do not follow these rules. Just use common sense when posting these things in the future. I would also suggest that your time might be spent more productively if you would work on some more useful projects. There is more than enough to do. However, that's up to you.","While we do not mind cleanup patches, the way you post them (one fix per file) is really annoying and takes us too much time to review. I'll take the ""Fix a possible null pointer"" patch since it is an actual bug fix, but will reject the others, not just this driver but all of them that are currently pendingin our patchwork. Feel free to repost, but only if you organize the patch as either fixing the same type of issue for a whole subdirectory (media/usb, media/pci, etc) or fixing all issues for a single driver. Actual bug fixes (like the null pointer patch in this series) can still be posted as separate patches, but cleanups shouldn't. So in this particular case I would expect two patches: one for the bug fix, one for the cleanups. Just so you know, I'll reject any future patch series that do not follow these rules. Just use common sense when posting these things in the future. I would also suggest that your time might be spent more productively if you would work on some more useful projects. There is more than enough to do. However, that's up to you. I find it safer in this way  while I was browsing through the landscape of Linux software components. It is just the case that there are so many remaining open issues. Thanks for a bit of change acceptance. Will any chances evolve to integrate 146 patches in any other combination? Can we achieve an agreement on the shown change patterns? Is a consensus possible for involved update candidates? I find that I did this already. I got an other software development opinion. Do we need to try any additional communication tools out? I hope that various change possibilities (from my selection) will become useful for more Linux users. How will the clarification evolve further?"
207400,207416,technical,"Do both I2C and OF have stubs so that a driver will build when they are both disabled?  I.e., only this is enabled?",207403,not_technical,"While we do not mind cleanup patches, the way you post them (one fix per file) is really annoying and takes us too much time to review. I'll take the ""Fix a possible null pointer"" patch since it is an actual bug fix, but will reject the others, not just this driver but all of them that are currently pendingin our patchwork. Feel free to repost, but only if you organize the patch as either fixing the same type of issue for a whole subdirectory (media/usb, media/pci, etc) or fixing all issues for a single driver. Actual bug fixes (like the null pointer patch in this series) can still be posted as separate patches, but cleanups shouldn't. So in this particular case I would expect two patches: one for the bug fix, one for the cleanups. Just so you know, I'll reject any future patch series that do not follow these rules. Just use common sense when posting these things in the future. I would also suggest that your time might be spent more productively if you would work on some more useful projects. There is more than enough to do. However, that's up to you.","While we do not mind cleanup patches, the way you post them (one fix per file) is really annoying and takes us too much time to review. I'll take the ""Fix a possible null pointer"" patch since it is an actual bug fix, but will reject the others, not just this driver but all of them that are currently pendingin our patchwork. Feel free to repost, but only if you organize the patch as either fixing the same type of issue for a whole subdirectory (media/usb, media/pci, etc) or fixing all issues for a single driver. Actual bug fixes (like the null pointer patch in this series) can still be posted as separate patches, but cleanups shouldn't. So in this particular case I would expect two patches: one for the bug fix, one for the cleanups. Just so you know, I'll reject any future patch series that do not follow these rules. Just use common sense when posting these things in the future. I would also suggest that your time might be spent more productively if you would work on some more useful projects. There is more than enough to do. However, that's up to you. Do both I2C and OF have stubs so that a driver will build when they are both disabled?  I.e., only this is enabled?"
207400,207417,technical,"Please no.16 temperature channels ...Excessive [and inconsistent] ( ) Please make this if (ret)  return ret, ... return 0, return followed by break doesn't make sense.  Unnecessary ( )... but this array only has 8+1 elements. this seems inconsistent. How about using some defines for array sizes ?Also, why initialize those arrays ? You are overwriting them below. You could just use a static size array instead. I assume it is guaranteed that there is only exactly one instance of this device in the system. Have you tried what happens if you declare two instances anyway ? The result must be interesting,  with all those static variables. The matching variable has only 5 entries. You declare local 'dev' variables all over the place, except here, where it would actually be used multiple times. Please either declare one here as well, or drop all the others. It must be interesting to see what happens if no 'label' property is provided. Have you tried ? Also, no validation of 'reg' and 'type' ?Are you sure ?this leaves the string unterminated if it is too long. Have you tested what happens in this situation ? Consider using this instead. Also please use this instead of '32'. I would suggest to abort with EINVAL if this happens. Otherwise the last entry is overwritten, which doesn't make much sense. Also, this accepts up to ARRAY_SIZE() entries, leaving no termination. So a reg value of 0xXXyy is auto-converted to 0xYY ? It is going to be interesting to see what happens if there are more than5 such entries. All other types are silently ignored ? I would suggest to move above code into a separate function. The error would be this. Is it necessary to report that again ?",207416,technical,"Do both I2C and OF have stubs so that a driver will build when they are both disabled?  I.e., only this is enabled?","Do both I2C and OF have stubs so that a driver will build when they are both disabled?  I.e., only this is enabled? Please no.16 temperature channels ...Excessive [and inconsistent] ( ) Please make this if (ret)  return ret, ... return 0, return followed by break doesn't make sense.  Unnecessary ( )... but this array only has 8+1 elements. this seems inconsistent. How about using some defines for array sizes ?Also, why initialize those arrays ? You are overwriting them below. You could just use a static size array instead. I assume it is guaranteed that there is only exactly one instance of this device in the system. Have you tried what happens if you declare two instances anyway ? The result must be interesting,  with all those static variables. The matching variable has only 5 entries. You declare local 'dev' variables all over the place, except here, where it would actually be used multiple times. Please either declare one here as well, or drop all the others. It must be interesting to see what happens if no 'label' property is provided. Have you tried ? Also, no validation of 'reg' and 'type' ?Are you sure ?this leaves the string unterminated if it is too long. Have you tested what happens in this situation ? Consider using this instead. Also please use this instead of '32'. I would suggest to abort with EINVAL if this happens. Otherwise the last entry is overwritten, which doesn't make much sense. Also, this accepts up to ARRAY_SIZE() entries, leaving no termination. So a reg value of 0xXXyy is auto-converted to 0xYY ? It is going to be interesting to see what happens if there are more than5 such entries. All other types are silently ignored ? I would suggest to move above code into a separate function. The error would be this. Is it necessary to report that again ?"
