quotation,code
"I think you didn't read my reply carefully. I'm not saying I3C == USB, I'm just saying that the way you interact with an I3C from a SW PoV isnot at all the same as you would do for an I2C device. Do you deny that? Looks like there's a misunderstanding here. The question is not whether I3C will replace I2C or USB, of course it's meant to overcome the limitations of I2C. I'm just pointing out that, if we have to expose I3C devices, we should look at what other discoverable buses do (PCI,USB, ...), not what I2C does.There's a difference between a secondary master that waits for its time to become the currrent master, and a secondary master that provides I3C device features when it's acting as a slave (sensor, GPIOcontroller, ...). So far we focused on supporting the former. If there's a need for the latter, then we should start thinking about the slave framework...Can you detail a bit more what you have in mind? I don't think we can do like I2C, simply because we need to expose a valid DCR +manuf-ID/PID so that other masters can bind the device to the appropriate driver on their side. Plus, if we're about to expose generic profiles, we likely don't want each I3C slave controller driver to do that on its own.If we mix everything in the same subdir, I'd like to have an easy way to quickly identify those that are slave controllers and those that are master controllers. For the dual-role thing, maybe we can consider them as master (ones with advances slave features). Would you be okay with this..., so that you can have all designware drivers (for both slave and masterblocks) in the same dir? For those that are placed directly under this...(because they only have one .c file), I'd like to keep a standard prefix.And again, I'm questioning the necessity of per-IP directories at theroot level. I'm not against per-IP directories, as long as they are classified like other HW blocks...No it's not vain, it's how we do discuss things in the community. I'm not saying I'm always right, but I need to understand the problems you're trying to solve to take a decision, and I don't think you initially gave all the details I needed to understand your PoV. That's a bit clearer now, even if I still disagree on a few aspects.They will come. Come on! All I've seen so far are complaints on tiny details, it definitely doesn't prevent you from adding new features. ",non-technical
"If you want. Actually that's the most interesting part for me:  discussing how we want to support I3C slave controllers or mixedmaster/slave controllers. All the driver split we're talking abouthere is just bikeshedding. Ok.I don't see why. If the driver is simple enough to fit in one file,there's no reason to create a new subdir. You think your DW IP is so complex and configurable that it requires several source files, fine,but please don't force others to do the same.Yes. You mean, inside a sub-folder? It depends what you do with those source files. If they are to be exposed directly as modules, then they should be prefixed. On the other hand, if you create a single module out of several source files, source files don't need to be prefixed, as long as the resulting module as a proper prefix.I'm not saying the discussion is useless, just that it's happening waytoo early compared to the other things we should work on. If you were adding support for slaves, and were doing this split as part of this patch series explaining that part of the code between slave and master can be shared, then we wouldn't have this debate. But right now, you'retelling me that we need to split the DW driver to prepare for features that have not even been discussed/proposed. That's what I'm complaining about.",non-technical
So I strongly disagree with this. Anybody that has trouble with 0/1 vsfalse/true needs to stay the heck away from C.I would suggest we delete that stupid coccinelle scripts that generates these pointless warns.,non-technical
Can you possibly send the entire series again and CC all patches to linux-acpi and fix the kbuild warnings if the are relevant for that matter? Thanks!,non-technical
Not to mention that WARN is gramatically incorrect. We're not assigning 'bool' to 0/1 but the other way around. What crap..,non-technical
"Then those tools are broken per the C spec.The C language spec, specifies  Bool as an integer type wide enough to at least store 0 and 1.IOW, 0 and 1 are perfectly valid value to assign to a  Bool.And fundamentally that has to be so. That's how computers work. 0 is false, 1 is true.The kernel is not the place to try and abstract such stuff, C is our portable assembler. We muck with hardware, we'd better know how the heck it works.",non-technical
"Note that this patch does *not* remove the nasty trap caused by the garbage in question - struct file can be freed before we even return from->unlocked ioctl().  Could you describe in details the desired behaviourof this interface? How about grabbing the references to all victims (*before* screwing with this), sticking them into a structure with embedded callback on it, the callback doing those fput()? The callback would trigger before the return to userland, so observable timing of the final close wouldn't be changed.  And it would avoid the kludges like this.Of course, the proper fix would require TARDIS and set of instruments for treating severe case of retrocranial inversion, so that this ""ABI"" would've never existed, but...",non-technical
What's advertisement there? Huch? Care to tell what's a lie instead of making bold statements?,non-technical
"""No problem here, no performance issues, nothing to be seen unless youare running VM."" Take a care to look at the patch I submitted? Lie: A system with an up to date kernel is protected against attacks from # malicious user space applications.3GB system running 32bit kernel is not protected. Same is true for for really big 64 bit systems.If I do what he suggests, this becomes untrue. The Linux kernel contains a mitigation for this attack vector, PTE# inversion, which is permanently enabled and has no performance# impact.Limiting memory to 2GB  is  going to have severe perfomance impact. Ok, I guess L1TF was a lot of fun, and there was not time for a good documentation.There's admin guide that is written as an advertisment, and unfortunately is slightly ""inaccurate"" at places (to the point of lying).Plus, I believe it should go to x86/ directory, as this is really Intel issue, and not anything ARM (or RISC-V) people need to know.",non-technical
"I agree that this statement is incorrect. Calling this a lie is a completly unjustified personal attack on those who spent quite a lot of time on writing up documentation in the first place. It's suggesting that this document was written with malicious intent  and the purpose of deceiving someone. Care to explain why you are assuming this to be the case? Sure. That still does not justify the ""changelog"" you provided.It's interesting that quite some people were actually happy about that document. Sorry, that we weren't able to live up to your high standards.What is the advertisement part again? It's a document targeted at system administrators and it definitely should not be buried somewhere in Documentation/x86. As there are more documents being worked on for the other issues, I have a patch ready which moves that stuff into a separate hardware vulnerabilites folder in the admin-guide.FWIW, to the best of my knowledge the documentation about writing changelogs is neither incorrect nor is it optional to adhere to it.The 'Affected processors' section right below this is very clear about this being an Intel only issue (for now). So what exactly is the point of this change? On x86-32? That's incorrect, because there are a lot of x86-32 systems which are not affected. Also it has nothing to do with the bit-width of the hardware. A 32bit kernel booted on a 64bit capable CPU has the same issue. For further correctness, this needs to mention that !PAE enabled kernels cannot do PTE inversion at all.The 2G limitation is not a general limitation. The limitation depends on the number of physical address bits supported by the cache (not the number of physical addresss bits exposed as pins) and is definitely not hardcoded to 2G. Just because your machine emits the 2G number does not make it universally correct. On a system with 36bit physical address space the limit is 32G and on some CPUs that's actually wrong as well, see this. Quoting yourself: Where is the explanation for the 'really big 64bit systems' issue for correctness sake? ",non-technical
"So how should it be called? I initally used less strong words, only to get ""Care to tell what's a lie instead of making bold statements?"" back. Also look at the timing of the thread.Ok, now can we have that document updated to meet the standards?Making it very clear from the begining this is x86-only issue. Yes, you can kind-of figure it out from the next section... except for Intel StrongArm.Next sentence speaks about ""present bit"" of ""page table entry"". That may be confusing for people familiar with other architectures, which may not have such bit. We should mention this is x86 before usingx86-specific terminology.Ok.I don't know the detailed limits for each system; what about this? ",non-technical
"You called it a lie from the very beginning or what do you think made me tell you that? Here is what you said: Nice try.What is 'the standards'? Your's or is there a general agreement?It's pretty clear, but yes admittedly we forgot to mention that Intel StrongARM is not affected. That's truly important because its widely deployed in the cloud space and elsewhere. X86 terminology? Care to check how pte present() is implemented across the architectures? Most of them use the PRESENT bit naming convention, just afew use VALID. That's truly confusing and truly x86 specific.It's not about detailed limits for particular systems. It's about the way the limit is determined on certain class of systems. And that can be deduced from the code.If you want to provide more accurate documentation then you better come upwith something which is helpful instead of completely useless blurb likethe below: How is the admin going to figure that out? What kind of systems might be affected by this? No. The mitigation is available when the kernel provides it. Numbers are irrelevant because that documentation has to be applicable for stable kernels as well. And what is a recent - stable kernel?Also the PAE part needs to go to a completely different section.",non-technical
"Hi! Actually, I still call it a lie. Document clearly says that bug is fixed in non-virtualized cases, when in fact it depends on PAE and limited memory.At this point I want you to fix it yourself. Lying about security bugs being fixed when they are not is not cool. I tried to be helpful and submit a patch, but I don't feel like you are cooperating on getting the patch applied.",non-technical
"Again, no.",non-technical
"Can you add a commit message explaining why you add a specific def config for this board. FYI, previously, the same def config was used for boards.You will also need to resync with the last master branch regarding defconfig content.",non-technical
"I would drop this patch for being too ugly and if nothing else, for lack of users (epoll will no longer need dlock). ",non-technical
"Since when is the cover letter mandatory? I understand that is helps for a complicated patch set to explain the problem and solution in the cover letter, but for this simple test case addition what's the point? And there is nothing forcing a cover letter in this. Also double tags seams to be quite common for selftest. See this.",non-technical
"I'm not sure that forcing a library on users is a good reason to break UAPI.The patch is going into the latest, but can also be backported on future stables.I don't think ""not fixing it because it's not fixed yet"" is a good reason to keep things the way they are. But maybe that's just me. Given that the structure has already been extended several times, there is pretty much nothing to keep this from happening again and again.",non-technical
"Thats a misleading statement.  We've never supported running newer applications on older kernels, and no one is forcing anyone to use the lksctp-tools library, I was only suggesting that, if we were to support this compatibility, that might be a place to offer it.Its also worth noting that we have precident for this.  If you look at the gitlog, this particular structure has been extended about 6 times in the life of sctp. Also misleading, as it assumes that we're not intentionally doing this.  I get wanting to support running applications built for newer kernels on older kernels, but thats just not something that we do, and to say thats broken is misleading.  Older applications are required to run on newer kernels, but not vice versa, which is what you are asking for.And yes, this patch can be backported to older stable kernels, but by that same token, so can the patches that extend the struct, which would also fix the problem, while supporting the newer features, which seems to me to be the better solution for applications which are looking for that support.",non-technical
"What a complete mess we have here. Use new socket option numbers next time, do not change the size and/or layout of existing socket options. This whole thread, if you read it, is basically ""if we compatability this way, that breaks, and if we do compatability this other way oh shit this other thing doesn't work."" I think we really need to specifically check for the difference sizes that existed one by one, clear out the part not given by the user, and backport this as far back as possible in a way that in the older kernels we see if the user is actually trying to use the new features and if so error out. Which, btw, is terrible behavior.  Newly compiled apps should work on older kernels if they don't try to use the new features, and if they can the ones that want to try to use the new features should be able to fall back when that feature isn't available in a non-ambiguous and precisely defined way.The fact that the use of the new feature is hidden in the new structure elements is really rotten. This patch, at best, needs some work and definitely a longer and more detailed commit message.",non-technical
"There probably is a decent compromise to find between ""not accepting a single additional byte"" and accepting several GB.For example how likely is it that the growth of this structure make it go over a page? I would hope not at all. By choosing a large but decent high limit, I think we can find a future-compatible compromise that doesn't rely on this just for structure trucation decision...",non-technical
"I disagree with this, at least as a unilateral statement.  I would assert that an old program, within the constraints of the issue being discussed here, will run perfectly well, when built and run against a new kernel.At issue is the size of the structure sctp event subscribe, and the fact that in several instances over the last few years, its been extended to be larger and encompass more events to subscribe to. Nominally an application will use this structure (roughly) as follows. Assume this code will be built and run against kernel versions A and B, in which: A) has a struct sctp event subscribe with a size of 9 bytes B) has a struct sctp event subscribe with a size of 10 bytes (due to the addedfield sctp sender dry event) 
That gives us 4 cases to handle
1) Application build against kernel A and run on kernel A.  This works fine, the sizes of the struct in question will always match
2) Application is built against kernel A and run on kernel B.  In this case,everything will work because the application passes a buffer of size 9, and the kernel accepts it, because it allows for buffers to be shorter than the current struct sctp event subscribe size. The kernel simply operates on the options available in the buffer.  The application is none the wiser, because it has no knoweldge of the new option, nor should it because it was built against kernelA, that never offered that option
3) Application is built against kernel B and run on kernel B.  This works fine for the same reason as (1).
4) Application is built against kernel B and run on kernel A.  This will break because the application is passing a buffer that is larger than what the kernel expects, and rightly so.   The application is passing in a buffer that is incompatible with what the running kernel expects.We could look into ways in which to detect the cases in which this might be'ok', but I don't see why we should bother, because at some point its still an error to pass in an incompatible buffer.  In my mind this is no different than trying to run a program that allocates hugepages on a kernel that doesn't support hugepages (just to make up an example).  Applications built against newer kernel can't expect all the features/semantics/etc to be identical toolder kernels.It shouldn't.  Assuming you have a program built against headers from kernel B(above), if you set a field in the structure that only exists in kernel B, and try to run it on kernel A, you will get an EINVAL return, which is correct behavior because you are attempting to deliver information to the kernel that kernel A (the running kernel) doesn't know about.  Thats correct behavior.I won't disagree about the niceness of versioning, but that ship has sailed.To be clear,  this is situation (1) above, and yeah, running on the kernel you built your application against should always work from a compatibility standpoint.Yes, but this is alawys the case for structures that change.  If you have an application built against kernel (B), and uses structure fields that only exist in that version of the kernel (and not earlier) will fail to compile when built against kernel (A) headers, and thats expected.  This happens with any kernel api that exists in a newer kernel but not an older kernel .Any time you make a system call to the kernel, you have to be prepared to handle the resulting error condition, thats not unexpected.  To assume that a system call will always work is bad programming practice.",non-technical
Looking more flexible does not make it more correct.,non-technical
"This is indeed guaranteed. For FTRACE use case. If it's being called from FTRACE in run time, this would mean there were long calls in this module section, which inturn means, get module plt() was called at least once for this module and this section. This doesn't hold in general, though.In any case, if you insist, I can try to rework the whole stuff implementing module finalize().",non-technical
So make it fit by returning an unsigned int. Good mailing practices for 400: avoid top-posting and trim the reply.,non-technical
"Thank you so much for many style, formatting and other issues fixes and also forintegration of 'check at most once' patch, it saved me several review iterations. Regarding free of sg in two error paths, you were correct.I fixed it by placing several error labels to differentiate each handling. I also noted that was not released properly, this is also fixed. following is a diff of my fix based on your modifications.(I can send it in a patch format, but it doesn't include a fix for Eric Biggers comments) I took your modifications and working upon it.",non-technical
"The driver is looking good! It looks like you've done some kind of review that we weren't allowed to see, which is a double edged sword - I might be asking about things that you've already spoken about with someone else. I'm only just learning about PECI, but I do have some general comments below. I think just saying ASPEED PECI support is enough. That way if the next ASPEED SoC happens to have PECI we don't need to update all of the help text :) Nit: we use ASPEED instead of AST in the upstream kernel to distingush from the aspeed sdk drivers. If you feel strongly about this then I won't insist you change. I know these come from the ASPEED sdk driver. Do we need them all? Could the above use regmap read poll timeout instead? That looks like an endian swap. Can we do something like this? Having #defines is frowned upon. I think print hex dump debug will dowhat you want here.I find this hard to read. Use a few more lines to make it clear what your code is doing. Actually, the entire for loop is cryptic. I understand what it's doing now. Can you rework it to make it more readable? You follow a similar pattern above in the write case. Given the regmap read is always going to be a memory read on the aspeed, I can't think of a situation where the read will fail. On that note, is there a reason you are using regmap and not just accessing the hardware directly? regmap imposes a number of pointer lookups and tests each time you do a read or write. Again, a memory mapped read won't fail. How about we check that the regmap is working once in your  probe() function, and assume it will continue working from there (or remove the regmap abstraction all together). All of this code is for debugging only. Do you want to put it behind some kind of conditional? We have a framework for doing clocks in the kernel. Would it make sense to write a driver for this clock and add it to this? The property is optional so I suggest we don't print a message if it's not present. We certainly don't want to print a message saying ""invalid"". The same comment applies to the other optional properties below. Can we probe in parallel? If not, putting a sleep in the  probe will hold up the rest of drivers from being able to do anything, and hold up boot.If you decide that you do need to probe here, please add a comment.(This is the wait for the clock to be stable?) This interrupt is only for the peci device. Why is it marked as shared?",non-technical
"According to my comment on the other thread, this stands true in case the child is managed by runtime PM as well.Otherwise this looks good to me. How about adding an additional patch on top taking into account the ignore children flag and folding that into the series, kind of as you also suggested?My point is, we might as well take the opportunity to fix this right away, don't you think? ",non-technical
I'm really sorry for this. could you please illustrate me what the kconfig & warning is?I didn't get such warnings from 0-day. ,non-technical
I'm not the one that added this switch statement (it has been there since 2011) and I would be happy to remove it.  However could we please defer this to v4.17 and merge the current set of Exynos thermal fixes/cleanups (they simplify the driver a lot and make ground for future changes)?,non-technical
"Thanks for your reply :) I admit I am not familiar with this driver. I did not know this driver is only loaded during system boot-up time, I thought this driver can be loaded as a kernel module (like many drivers) after system booting. After knowing this, I admit my patch is not proper, sorry...",non-technical
"Well, I am not sure. Could you please give me hints, how to debug this further? Is there some debug flag? I am only aware of the Ftrace framework, but in my experience it also skews the timings quite a bit, so might not be the best choice. ",non-technical
I see I've missed some obvious things that you've pointed out here. I'll mark these warnings as False Positives and take your points into account for the analysis of the rest of the Spectre issues reported by Smatch.Sorry for the noise and thanks for the feedback. ,non-technical
"Hi, Please, drop this series. Further analysis is required as it seems all these are False Positives. Sorry for the noise.",non-technical
"Thanks for a comprehensive explanation about that. It now makes more sense to me. Yeah, better to apply a fix to avoid the issue with VIDIOC ENUM FMT. Btw, on almost all media drivers, the implementation for enumerating the supported formats are the same (and we have a few other VIDOC ENUM fooioctls that usually do similar stuff): the V4L2 core calls a driver, with looks into an array, returning the results to the core. So, a fix like that should likely go to almost all media drivers (there are a lot of them!), and, for every new one, to take care to avoid introducing it again during patch review process.So, I'm wondering if are there any way to mitigate it inside the core itself, instead of doing it on every driver. Ok, a ""poor man"" approach would be to pass the array directly to the core and let the implementation there to implement the array fetch logic, calling this there, but I wonder if are there any other way that won't require too much code churn. ",non-technical
"please don't submit such a huge number of patches all at one time. Also, please fix the indentation of the functions whose arguments span multiple lines as has been pointed out to you in patch feedback. Finally, make this a true patch series.  It is so much easier for maintainers to work with a set of changes all doing the same thing if you make them a proper patch series with an appropriate ""[PATCH 0/N] ...""header posting. Thank you.",non-technical
"One of the basic questions/concerns I have is accounting for surplus huge pages in the default memory resource controller.  The existing huegtlb resource controller already takes hugetlbfs huge pages into account, including surplus pages.  This series would allow surplus pages to be accounted for in the default  memory controller, or the hugetlb controller or both. I understand that current mechanisms do not meet the needs of the aboveuse case.  The question is whether this is an appropriate way to approach the issue.  My cgroup experience and knowledge is extremely limited, but it does not appear that any other resource can be controlled by multiple controllers.  Therefore, I am concerned that this may be going against basic cgroup design philosophy.It would be good to get comments from people more cgroup knowledgeable, and especially from those involved in the decision to do separate hugetlb control",non-technical
"I am sorry that I didn't join the discussion for the previous version but time just didn't allow that. So sorry if I am repeating something already sorted out. There was a deliberate decision to keep hugetlb and ""normal"" memory cgroup controllers separate. Mostly because hugetlb memory is an artificial memory subsystem on its own and it doesn't fit into the rest of memcg accounted memory very well. I believe we want to keep that status quo. Well such a use case requires an explicit configuration already. Either by using special wrappers or modifying the code. So I would argue that you have quite a good knowlege of the setup. If you need a greater flexibility then just do not use hugetlb at all and rely on THP.[...]I do not really think this is a good idea. We really do not want to make the current hugetlb code more complex than it is already. The current hugetlb cgroup controller is simple and works at least somehow. I would not add more on top unless there is a really strong usecase behind. Please make sure to describe such a usecase in details before we evenstart considering the code. Well, then I would argue that you shouldn't use 64kB pages for your setup or allow THP for smaller sizes. Really hugetlb pages are by no means a substitute here.--",non-technical
"No problem, at the beginning, I only wanted to enable the strict. Doing this involves that I have to remove pinctrl nodes for the pins which are going to be request through the gpiolib to avoid conflicts. These pinswere configured with bias-pull-up. That's why I try to add the bias support.Thanks for the detailed answer about what you have in mind.Well, yes and not! As a consequence of enabling strict mode, I have tofind another way to configure the pins. Yes, I have noticed this issue. Right, I have spotted some drivers to fix.I will try to handle the ones related to the platforms I am using. ",non-technical
"I apologize for having confused.The hugetlb pages obtained from the pool do not waste the buddy pool. On the other hand, surplus hugetlb pages waste the buddy pool. Due to this difference in property, I thought it could be distinguished.Although my memcg knowledge is extremely limited, memcg is accounting forvarious kinds of pages obtained from the buddy pool by the task belonging to it. I would like to argue that surplus hugepage has specificity interms of obtaining from the buddy pool, and that it is specially permitted charge requirements for memcg.It seems very strange that charge hugetlb page to memcg, but essentiallyit only charges the usage of the compound page obtained from the buddy pool,and even if that page is used as hugetlb page after that, memcg is not interested in that. I will completely apologize if my way of thinking is wrong. It would be greatly appreciated if you could mention why we can not charge surplus huge pages to memcg. I could not understand the intention of this question, sorry. When resize the pool, I think that the number of surplus huge pages in use does not change. Could you explain what you were concerned about?",non-technical
"I do not see anything like that. adjust pool surplus is simply and As you said, my patch did not consider handling when manipulating the pool. And even if that handling is done well, it will not be a valid reason to charge surplus huge page to memcg. I understood the concept of memcg. As you said, it must be an alien. Thanks to the interaction up to here, I understood that my solution is inappropriate. I will look for another way.Thank you for your kind explanation.",non-technical
"I'm not sure I understand what you intend here. If   sync blockdev fails, then the error should have already been marked in (via patch #6). We wouldn't want to record that again at syncfs time.Note that   sync blockdev will return errors based on the legacy flags.We really do need to record it in the superblock as soon as possible after an error occurs. If we want to allow userland to eventually beable to scrape this value out of the kernel (as we discussed at LSF/MM)then we can't assume that it'll be doing any sort of syncfs call before hand.The main reason to push this down into the filesystems is to allow them control over whether to report errors at syncfs time via the super blocker rseq t or not. If we don't really care about allowing this to be an opt-in thing, then we could just take the patch that I sent on April 17th write back errors and report them to syncfs We'd also want patch #6 from this series, I think, but that's more or less enough to implement this over all filesystems, assuming they use mapping set error to record writeback errors. I'm fine with either approach.",non-technical
"Please don't top post. And wrap your lines at around 75 characters Look closely at the two implementations. Look at whatmmd phy indirect() does. I think these are identical. So don't add your own helper, please use the core code.     ",non-technical
"Oops, sorry, I double posted patch 5. Please disregard the second one. ",non-technical
"Well, clients not checking the error code made this harder to debug for sure, but removing the error code is a side effect and not what is happening here (in fact someone should probably still go back and add error checking because these functions can still return errors but that's not really something I have time to do). After the next couple patches, the clients will use this change to detect that there are no port numbers and handle things similarly to the way they did before they were broken by the multiport changes.This is the opposite of what I've ever heard before. Having a commit message that explains what led up to this commit is a good thing and allows people debugging in the future to better understand the decisions made. People debugging commits will never find the 0/X cover letter which is just intended to introduce the series to reviewers and describe changes if the series is posted multiple times. No this is not a feature request. This is fixing a regression that broke previously working code in the only sensible way I can come up with. If you have a better way to fix this, I'd be glad to hear it. But this should *not* be treated as a feature request.",non-technical
"The commit description is not quite correct.  What the flag does is allow a discard request for those block devices which do not have the flag.I will note that the  flag is a bit controversial in linux-fsdevel.  I have a similar patch in the VFS inGoogle's internal data center kernel, as well as an internal patch which implements support for this flag in ext4.  However, the patches are out of tree, because pretty much all of the file system developers who work for enterpise distributions were against this functionality. I know of one other major cloud provider (in China) using the functionality as an out-of-tree patch, but with no one else speakingin favor of it, and everyone else NAK'ing the patch and enterprise distro's saying they would revert the patch in their distro kernels,the compromise we came to was that the code point for NO HIDE STALE FL would be reserved so that users of the out-of-tree patches wouldn't collide with future fallocate flags; and I would stop trying to push the patches upstream.I have no idea how Darrick was able to get commit upstream, but I guess it was less controversial for block devices than for file systems.So I'm certainly in favor of this patch landing in mainline, but you should be aware that there may be some opposition to it. ",non-technical
I can't take patches without any change log text at all :(,non-technical
"As far as I can tell, the above is the whole reason for the patch set,yes?  To avoid confusing users.Is that sufficient?  Can we instead simplify their lives by providing better documentation or informative printks or better Kconfig text, etc?And who *are* the people who are performing this configuration?  Random system administrators?  Linux distro engineers?  If the latter then they presumably aren't easily confused! In other words, I'm trying to understand how much benefit this patch set will provide to our users as a whole.",non-technical
"Hopefully I'm not missing anything here, but this doesn't really make any sense. I'm not sure I explained myself as well as I thought I did. To behonest, I had to double check this about literally 20 times to make sure I was actually understanding this issue correctly. Turns out I was missing a couple of parts, so I'm going to try again at explaining this using a diagram that shows the various threads running concurrently phew. that took a LONG time to come up with. Anyway-that's why your explanation doesn't make sense: the deadlock is happening because we're calling pm runtime get sync(). If we were to make that call conditional, all that would meanis that we wouldn't grab any runtime power reference and the GPU would immediately suspend once the atomic commit finished, as the suspend request inThread 5 would finally get unblocked and thus----suspend. Hopefully I explained that better this time, I'll definitely make sure to actually include that diagram in the patch. As for whether or not this patch is even the right solution, I will need to confirm that tommorrow (if you don't think it is still, please feel free to say so!) because it's getting late here. ",non-technical
"Thanks a lot for all this work! It was long overdue and it is nice to see the project finally getting to an end, after passing into so many hands! I am not sure I understand the purpose of this level here. As far as I understand, you only have per-engine control whether you want to enable CG or not. What you call BLCG and SLCG levels just mean ""don't use the boot values, but rather use our values (taken from nvidia)"". Now, here comes the nasty part: NVIDIA only ever validated the boot values (I guess they are extremely safe ones), and the optimised values (the ones coming from your patch 2, 3, and 4 along with the level 3. I think introducing a single parameter that controls both CG, PG, and automatic reclocking would be safer. For CG and PG, it would be aall-or-nothing (either boot values, or everything like nvidia).This message is a bit odd, whether we keep the notion of levels or not. Can you get rid of the mention of powergating given that this is notpart of this patchset?If you agree with having a single enable bit for CG, then a simple:""Clockgating status: (boot | optimized)"" would work perfectly.All this time, I thought these parameters were for power gating... I also did not expect that clock gating had to be disabled before we could program them. Great find! Why introduce this? I can't find references to it in this patch (outside of the function below) or in the following patches.As you even export this function, it looks like you used to use thisfunction in an earlier revision of this series.Aside from all these nitpicks, the approach is quite self contained andI like the following patches. Well done!Once we settle on the configuration parameter, I can give you.",non-technical
"First of all, I was mistaken when I wrote above that a check for! worker would solve the problem.  Sorry! It doesn't because the call to this is not happening in it but in work. Looking once more at the three stack traces you've provided, we've got:- For the moment we can ignore the first task, i.e. execute,and focus on the latter two.As said I'm unfamiliar with MST but browsing through topology.cI notice that it is the ->work element and is queued on HPD.  I further notice that the work item is flushed on And before the work item is flushed, the HPD source is quiesced.So it looks like work can only ever run while the GPU is runtime resumed, it never runs while the GPU is runtime suspended.  This means that you don't have to acquire any runtime PM references in or below work. Au contraire, you must not acquire any because it will deadlock while the GPU is runtime suspending.  If there are functions which are called from work as well as from other contexts,and those other contexts need a runtime PM ref to be acquired, you need to acquire the runtime PM ref conditionally on not being work (using the current work() technique). Alternatively, move acquisition of the runtime PM ref further up in the call chain to those other contexts. Right, that seems to be a bug suspend:If a display is plugged in while the GPU is about to runtime suspend,the display may be lit up by execute but the GPU will then nevertheless be powered off. I guess after calling disable we should re-check if a crtc has been activated.  This should have bumped the runtime PMrefcount and have disp power ref should be true.  In that case, the suspend should return -EBUSY to abort the runtime suspend.The same check seems necessary after flushing it:If the work item lit up a new display, all previous suspend steps needto be unwound and -EBUSY needs to be returned to the PM core. Communication with an MST hub exceeding the autosuspend timeout is just one scenario where this bug manifests itself. BTW, disable seems to be called twice in the runtime suspend code path, once in this and a second time in this.A stupid question, I notice that it calls this? Why isn't that? ",non-technical
"Just a blind shot, without going into details - could you please check if led-sources property documented in the common LED bindings couldn't help here?",non-technical
Hi! This is better than my proposal. Thanks!,non-technical
"I welcome this feature, been wanting it for some time now. There is simply not enough support in maps or smaps to get this information. This is important to improve code and data layouts.I would like to see the following changes to your proposal. That would allow two things. In some measurements, you may just care about the distribution of accesses across page sizes. No need to use double the buffer space to save the address you will not use. Layout is important for code as well, in fact, that's what most peoplewant first. Having a CODE PAGE SIZE is therefore useful. I am happy adding it on top on your proposal. Note that it would not have to be tied to PEBS unlike this.Thanks.",non-technical
Please use your real name. 1st Signed-off-by and patch author should match. Good find! I'll queue this for the next fixes-pull-request.,non-technical
