thread_id,email_id,email_code,previous_email_id,previous_email_body,previous_email_code
266017,266025,uncivil,266017,"On an ASRock E350M1, with Linux 4.17-rc1 according to `initcall_debug` calling `azx_driver_init` takes sometimes more than a few milliseconds, and up to 200 ms.  returned 0 after 49195 usecs ```  Trying to execute the Linux kernel in less than 500 ms, this is quite a hold-up, and therefore request the probe from an async task.  With this change, the test shows, that the function returns earlier.  The same behavior is visible on a Dell OptiPlex 7010. The longer times seem to happen, when the module *e1000e* is probed during the same time.  ",technical
266017,266029,civil,266025,What actually took so long?  Could you analyze further instead of blindly putting the flag?,uncivil
266279,266313,uncivil,266296,"code->index can be controlled by user-space, hence leading to a potential exploitation of the Spectre variant 1 vulnerability.  Smatch warning: Fix this by sanitizing code->index before using it to index codes.  Notice that given that speculation windows are large, the policy is to kill the speculation on the first load and not worry if it can be completed with a dependent load/store",technical
266279,266331,civil,266313,"Please enlighten me: how do you think this could be exploited?  When an application calls VIDIOC_ENUM_FMT from a /dev/video0 device, it will just enumerate a hardware functionality, with is constant for a given hardware piece.  The way it works is that userspace do something like:   in order to read an entire const table.  Usually, it doesn't require any special privilege to call this ioctl, but, even if someone changes its permission to 0x400, a simple lsusb output is enough to know what hardware model is there. A lsmod or cat /proc/modules) also tells that the tm6000 module was loaded, with is a very good hint that the tm6000 is there or was there in the past.  In the specific case of tm6000, all hardware supports exactly the same formats, as this is usually defined per-driver. So, a quick look at the driver is enough to know exactly what the ioctl would answer.  Also, the net is full of other resources that would allow anyone to get the supported formats for a piece of hardware.  Even assuming that the OS doesn't have lsusb, that /proc is not mounted, that /dev/video0 require special permissions, that the potential attacker doesn't have physical access to the equipment (in order to see if an USB board is plugged), etc... What possible harm he could do by identifying a hardware feature?  Similar notes for the other patches to drivers/media in this series: let's not just start adding bloatware where not needed.  Please notice that I'm fine if you want to submit potential Spectre variant 1 fixups, but if you're willing to do so, please provide an explanation about the potential threat scenarios that you're identifying at the code.  Dan,  It probably makes sense to have somewhere at smatch a place where we could explicitly mark the false-positives, in order to avoid use to receive patches that would just add an extra delay where it is not needed.""",uncivil
266279,266334,civil,266331,I see I've missed some obvious things that you've pointed out here. I'll  mark these warnings as False Positives and take your points into account  for the analysis of the rest of the Spectre issues reported by Smatch.  Sorry for the noise and thanks for the feedback.,civil
266279,267299,civil,266764,"Just had a better look at v4l_fill_fmtdesc() and actually read the comment. The code cannot be compiled as a array because it is big and sparse. But the log(n) condition tree is a prime candidate for the branchscope side-channel, which would be able to reconstruct a significant number of bits of the original value. A denser tree gives more bits etc.",technical
266918,267111,civil,266918,"The method ndo_start_xmit() is defined as returning an 'netdev_tx_t', which is a typedef for an enum type, but the implementation in this driver returns an 'int'.  Fix this by returning 'netdev_tx_t' in this driver too.",technical
266918,269136,uncivil,267111,"Luc please don't submit such a huge number of patches all at one time.  Also, please fix the indentation of the functions whose arguments span multiple lines as has been pointed out to you in patch feedback.  Finally, make this a true patch series.  It is so much easier for maintainers to work with a set of changes all doing the same thing if you make them a proper patch series with an appropriate [PATCH 0/N] ..."" header posting.""",civil
281311,281957,uncivil,281311,"The write operation to hotplug->enabled"" is protected by the lock on line 1760, but the read operation to this data on line 1755 is not protected by the lock. Thus, there may exist a data race for ""hotplug->enabled"".  To fix this data race, the read operation to ""hotplug->enabled"" is  also protected by the lock.",technical
281311,283024,uncivil,282919,"I only read the code and find this possible data race. It is not found in real driver execution. I am not sure of it, so I use may"" and ""possible"" here.""",technical
289026,291846,civil,291684,That looks a lot better. Thanks for giving it a go.,technical
289026,292549,civil,292515,"Thank you for your feedback. That makes sense, surplus hugepages are charged to both memcg and hugetlb cgroup, which may be contrary to cgroup design philosophy.  Based on the above advice, I have considered the following improvements, what do you think about?  The 'charge_surplus_hugepages' of v2 patch-set was an option to switch whether to charge memcg in addition to hugetlb cgroup"", but it will be abolished. Instead, change to ""switch only to memcg instead of hugetlb cgroup"" option. This is called 'surplus_charge_to_memcg'.  The surplus_charge_to_memcg option is created in per hugetlb cgroup. If it is false(default), charge destination cgroup of various page types is the same as the current kernel version. If it become true, hugetlb cgroup stops accounting for surplus hugepages, and memcg starts accounting instead.  A table showing which cgroups are charged.  I stared at the commit log of mm/hugetlb_cgroup.c, but it did not seem to have specially considered of surplus hugepages. Later, I will send a mail to hugetlb cgroup's committer to ask about surplus hugepages charge specifications. ",technical
289026,292839,uncivil,292549,"I am sorry that I didn't join the discussion for the previous version but time just didn't allow that. So sorry if I am repeating something already sorted out.   There was a deliberate decision to keep hugetlb and normal"" memory cgroup controllers separate. Mostly because hugetlb memory is an artificial memory subsystem on its own and it doesn't fit into the rest of memcg accounted memory very well. I believe we want to keep that status quo.   Well such a usecase requires an explicit configuration already. Either by using special wrappers or modifying the code. So I would argue that you have quite a good knowlege of the setup. If you need a greater flexibility then just do not use hugetlb at all and rely on THP. [...]   I do not really think this is a good idea. We really do not want to make the current hugetlb code more complex than it is already. The current hugetlb cgroup controller is simple and works at least somehow. I would not add more on top unless there is a _really_ strong usecase behind. Please make sure to describe such a usecase in details before we even start considering the code.   Well, then I would argue that you shouldn't use 64kB pages for your setup or allow THP for smaller sizes. Really hugetlb pages are by no means a substitute here.",civil
289026,294078,civil,294072,"Thank you for your time.  I do not know if it is really a strong use case, but I will explain my motive in detail. English is not my native language, so please pardon my poor English.  I am one of the developers for software that managing the resource used from user job at HPC-Cluster with Linux. The resource is memory mainly. The HPC-Cluster may be shared by multiple people and used. Therefore, the memory used by each user must be strictly controlled, otherwise the user's job will runaway, not only will it hamper the other users, it will crash the entire system in OOM.  Some users of HPC are very nervous about performance. Jobs are executed while synchronizing with MPI communication using multiple compute nodes. Since CPU wait time will occur when synchronizing, they want to minimize the variation in execution time at each node to reduce waiting times as much as possible. We call this variation a noise.  THP does not guarantee to use the Huge Page, but may use the normal page. This mechanism is one cause of variation(noise).  The users who know this mechanism will be hesitant to use THP. However, the users also know the benefits of the Huge Page's TLB hit rate performance, and the Huge Page seems to be attractive. It seems natural that these users are interested in HugeTLBfs, I do not know at all whether it is the right approach or not.  At the very least, our HPC system is pursuing high versatility and we have to consider whether we can provide it if users want to use HugeTLBfs.  In order to use HugeTLBfs we need to create a persistent pool, but in our use case sharing nodes, it would be impossible to create, delete or resize the pool.  One of the answers I have reached is to use HugeTLBfs by overcommitting without creating a pool(this is the surplus hugepage).  Surplus hugepages is hugetlb page, but I think at least that consuming buddy pool is a decisive difference from hugetlb page of persistent pool. If nr_overcommit_hugepages is assumed to be infinite, allocating pages for surplus hugepages from buddy pool is all unlimited even if being limited by memcg. In extreme cases, overcommitment will allow users to exhaust the entire memory of the system. Of course, this can be prevented by the hugetlb cgroup, but even if we set the limit for memcg and hugetlb cgroup respectively, as I asked in the first mail(set limit to 10GB), the control will not work.  I thought I could charge surplus hugepages to memcg, but maybe I did not have enough knowledge about memcg. I would like to reply to another mail for details.   Actually, I am opposed to the 64KB page, but the proposal to change the page size is expected to be dismissed as a problem. ",technical
289026,271213,civil,294650,"Note.  You do not want to use THP because THP does not guarantee"".   Using hugetlbfs overcommit also does not provide a guarantee.  Without doing much research, I would say the failure rate for obtaining a huge page via THP and hugetlbfs overcommit is about the same.  The most difficult issue in both cases will be obtaining a ""huge page"" number of pages from the buddy allocator.  I really do not think hugetlbfs overcommit will provide any benefit over THP for your use case.  Also, new user space code is required to ""fall back"" to normal pages in the case of hugetlbfs page allocation failure.  This is not needed in the THP case. ",technical
289431,289688,civil,271302,"XFS never uses the block device mapping for anything, so this is not needed.   The proper name for this would be vfs_sync_fs.  And I don't think it warrants an inline.",technical
289431,292003,uncivil,271303,"Thanks, I wasn't sure about xfs. I'll drop this hunk.  FWIW, I think pushing this call down into the sync_fs routines is still probably the right thing to do, regardless of the state of the later patches.   I patterned the name after the call_mmap (and now-defunct call_fsync) helpers. I'll rename it and change it to be non-inlined.",technical
303621,305468,uncivil,304654,"The X11 license notice states explicitly that the notice has to be included in the file.  Wouldn't removing it be a violation of the license?    FYI, this was copied from another .dts file.  All of the other brightness-levels settings in sun files follow similar patterns:",technical
306145,317171,civil,317094,"Hi Andrew  thanks for the hint. But actually I cannot confirm - or I don't see it yet.     Without having tested, just from the code, the struct phy_driver instance for PHY_ID_KSZ8061 in micrel.c does not have a .write_mmd function assigned, thus phy_write_mmd should evaluate to its else-clause (see below) and not to mdiobus_write (as in phy_write).    Also the ksz8061_extended_write() function which I have added uses the same principle as already existing HW-specific functions in micrel.c for simular reasons (kszphy_extended_write and ksz9031_extended_write).  They use phy_write all over the place in that file and never phy_write_mmd - for whatever reason they had.  Thus I thought it would be a good idea ...    PHY link failure after cable connect. Hi Alexander    This looks a lot like phy_write_mmd(). ",technical
306145,357688,uncivil,357674,"Hi Andrew  thanks for your feedback. I was on holiday, thus just delayed, not forgotten... Sorry for top-posting - odd company default mail setup. I checked again phy_write_mmd(), you are right !  Patch with changed implementation will follow.  PHY link failure after cable connect. Hi Alexander  Please don't top post. And wrap your lines at around 75 characters. Look closely at the two implementations. Look at what mmd_phy_indirect() does. I _think_ these are identical. So don't add your own helper, please use the core code.",technical
307410,307390,civil,307830,"When remote files are counted in get_files_count, without using SSH, the code returns 0 because there is a colon prepended to $LOC. $VPATH should have been used instead of $LOC.(NTB: ntb_test: Update ntb_tool Scratchpad tests"") ",technical
307410,311549,civil,311538,"I disagree strongly. You can tell it's not device specific seeing we have 4 devices that need the exact same code. In fact, there is nothing device specific in those lines of code as the device specific part comes when a driver sets the PCI parent device's DMA mask. These lines just initialize the dma_mask for the new NTB device with its parent's mask. This is just sensible given that nothing now works if it is not done and trusting driver writers to get it right is not a good idea seeing we already screwed it up once. Furthermore, it violates DRY (do not repeat yourself).  If there is something driver specific that must be done (although I can't actually imagine what this would be) the drivers are free to change the mask after calling ntb_register but getting the common case setup in common code is just good design.",technical
307410,349339,uncivil,314425,Thanks. It would be good to get Acked-bys or Reviewed-bys on the patches you approved.,technical
310967,311378,uncivil,310967,"When i2c_new_dummy fails, the lack of error-handling code may cause unexpected results.  This patch adds error-handling code after calling i2c_new_dummy.  ",technical
314071,314224,civil,314071,"FALLOC_FL_NO_HIDE_STALE flag must be set if user want to issue a discard request for block devices. But vfs_fallocate() will return with an error -EOPNOTSUPP indicating lack of support if this flag is set.  fix it by allowing  flag in vfs_fallocate  Fixes: (block: implement (some of) fallocate for block devices"") 	",technical
331266,331355,uncivil,331349,Same problem here :(,technical
331266,331694,uncivil,331356,No changelog :(,technical
331266,331847,uncivil,331710,"Oh come on, putting a basic here is what this patch does"" comment should be part of every patch, otherwise what is there to comment on if we don't know what is going on in the patch itself?  Anyway, I provided a bunch of feedback to the ""real"" patch in this series...""",uncivil
331266,331710,uncivil,331694,"Greg (and replying to your other comments as well)...  This is an RFC series, it's not meant for you to take at this point, it's about discussing the overall approach to exposing BMC random tunables"" as explained in patch 0 of the series.  Yes the individual patches aren't yet at the level of polish for a formal submission, we (naively ?) thought that's what the whole RFC tag is about :-)""",uncivil
336834,337035,uncivil,336834,"Analyzing the circular locking dependency splat [2], I can see the following skeleton/pattern:  is trying to acquire lock X.     *same* has previously acquired lock Y.     lock Y depends on lock X (hence chance for deadlock).      Print lock dependency chain Print an example of potential scenario leading to real deadlock.     List all locks held by. Print backtrace (seems to be equal to <stack-dump-0>). The following questions appeared in my mind when analyzing [2]: (A) What is the chronology of consuming the locks? Is it related to     the order seen in the ""dependency chain""? (B) All four locks are reported to be held by the same task.     Indeeed, based on available backtraces, 3 of 4 are acquired     during the load of cpufreq_dt.ko by systemd-udevd. However,     there is a different syscall behind ""cpu_hotplug_lock.rw_sem"" which     made we wonder if it is really systemd-udevd consuming this lock. If     not, is it still correct to say that systemd-udevd holds all locks? (C) The example of potential unsafe scenario leading to deadlock     puts a special emphasis on the CPU on which the lock is held.     However, except for the last held lock  whose CPU can be extracted from  there is no CPU-related information for the other locks. doesn't match the stack backtrace of ""cpu_hotplug_lock.rw_sem""     (there is no cpufreq_register_driver() call in the backtrace).     Maybe I misinterpret the report? ",technical
336834,337316,uncivil,337035,"Yeah, not going to happen. You grow that structure from 64 bytes to 96 bytes and with that grow the static footprint of the kernel by 512k (in the very best case) possibly again breaking things like sparc (which have a strict limit on the kernel image size).  And all that for data that I've never needed and never even considered useful when looking at lockdep output.",uncivil
346223,347267,civil,346227,"For kexec_file loading, if kexec_buf.top_down is 'true', the memory which is used to load kernel/initrd/purgatory is supposed to be allocated from top to down. This is what we have been doing all along in the old kexec loading interface and the kexec loading is still default setting in some distributions. However, the current kexec_file loading interface doesn't do like this. The function arch_kexec_walk_mem() it calls ignores checking kexec_buf.top_down, but calls walk_system_ram_res() directly to go through all resources of System RAM from bottom to up, to try to find memory region which can contain the specific kexec buffer, then call locate_mem_hole_callback() to allocate memory in that found memory region from top to down. This brings confusion especially when KASLR is widely supported , users have to make clear why kexec/kdump kernel loading position is different between these two interfaces in order to exclude unnecessary noises. Hence these two interfaces need be unified on behaviour.  Here add checking if kexec_buf.top_down is 'true' in arch_kexec_walk_mem(), if yes, call the newly added walk_system_ram_res_rev() to find memory region from top to down to load kernel. ",technical
347183,348381,civil,347502,"Hm, a runtime PM ref is already acquired in nouveau_connector_detect(). I'm wondering why that's not sufficient?",technical
347183,349692,civil,348395,"As an additional note, I realized this might seem wrong but it isn't  pm_runtime_put_sync() calls down to nouveau's runtime idle callback, which does this:  static int nouveau_pmops_runtime_idle(struct device *dev)   So, it doesn't actually synchronously suspend the GPU, it just starts up the autosuspend thread  Just wanted to make sure there wasn't any confusion :)  --",technical
358863,358900,uncivil,358863,"When you e.g. run `find` on a directory for which getdents returns filenames"" that contain slashes, `find` passes those ""filenames"" back to the kernel, which then interprets them as paths. That could conceivably cause userspace to do something bad when accessing something like an untrusted USB stick, but I'm not aware of any specific example.  Instead of returning bogus filenames to userspace, return -EUCLEAN.  ",technical
365796,367116,uncivil,367099,"Hi!    That's rather long and verbose way to describe a bitmap, right?   Is rbtree good idea? You don't have that many registers.  ....  No error checking required here?   This checks if we have just one bank, I see it. Should it also check the led actually uses the correct bank?   Is not the fwnode_handle_put() done twice for non-error case?   The if is not needed here.   Misleading, this does nothing with regulators.  			",technical
365796,367141,civil,367140,"Yes, and LED strings are statically assigned to banks, right?  So why not simply forget about LED strings for sake of hw abstractions, and work just with banks? ",technical
365796,367690,civil,367623,"Dan,    led-sources was designed for describing the topology where one LED can be connected to more then one output, see bindings of max77693-led (in Documentation/devicetree/bindings/mfd/max77693.txt).  Here the topology is a bit different - more than one LED (string) can be connected to a single bank, but this is accomplished inside the chip. Logically LEDs configured that way can be treated as a single LED (string) connected to two outputs, and what follows they should be described by a single DT child node.  led-sources will fit very well for this purpose. You could do the following mapping: Then, in the child DT nodes you would use these identifiers to describe the topology:  Following node would describe strings connected to the outputs HVLED1 and HVLED2 controlled by bank A.",technical
365796,367764,uncivil,367698,"Jacek and Pavel,  I agree to use the led-sources but I still believe this approach may be confusing to other sw devs and will lead to configuration issues by users.  This implementation requires the sw dev to know which strings are controlled by which bank. And this method may produce a misconfiguration like something below where HVLED2 is declared in both bank A and bank B.  The driver will need to be intelligent and declare a miss configuration on the above. Not saying this cannot be done but I am not sure why we want to add all of these extra LoC and intelligence in the kernel driver. The driver cannot make assumptions on the intention.  And the device tree documentation will need to pretty much need a lengthy explanation on how to configure the child nodes.  The implementation I suggested removes that ambiguity.  It is a simple integer that is written to the device as part of the device configuration, which the config is a setting for the device.  The child nodes denote which bank the exposed LED node will control.  Removing any need for the sw developers new or old to know the specific device configurations. ",technical
368515,368789,civil,368520,Extend sample-parsing test cases to support new sample type PERF_SAMPLE_PAGE_SIZE.  ,technical
372597,372959,uncivil,372597,"The tap_queue and the tap_dev"" are loosely coupled, not ""macvlan_dev"".  And I also change one rcu_read_lock's place, seems can reduce rcu critical section a little. ",technical
374095,374559,civil,374095,"Even though we protect on-flash data by CRC checksums, we still don't trust the media. If lnum is not 0 or 1, access exceed array boundary can lead to bad situation.  ",technical
377230,377461,civil,377229,"Running the AIM7 fserver workload on a 2-socket 24-core 48-thread Broadwell system, it was found that there were severe spinlock contention in the XFS code. In particular, native_queued_spin_lock_slowpath() consumes 69.7% of cpu time. The xlog_grant_head_check() function call and its sub-function calls underneath it consumed 27.2% of the cpu time. This function tried to wake up tasks in the log space wait queue and then put itself into the wait queue if there is not enough log space left.  The process of waking up task can be time consuming and it is not really necessary to hold an XFS lock while doing the wakeups. So the xlog_grant_head_wake() function is modified to put the tasks to be waken up into a wake_q to be passed to wake_up_q() without holding the lock.  Corresponding changes are made in xlog_grant_head_wait() to dequeue the tasks from the wait queue after they are put into the wake_q. This avoids multiple wakeups of the same task from different log space waiters. Multiple wakeups seems to be a possibility in the existing code too.  With the use of the wake_q, the cpu time used by native_queued_spin_lock_slowpath() dropped to 39.6%. However, the performance of the AIM7 fserver workload increased from 91,485.51 jobs/min to 397,290.21 jobs/min which was more than 4X improvement.  ",technical
377230,378511,civil,378176,"You are right. The XFS filesystem was created on a small ramfs device and so the disk space was tiny. The microbenchmark that I used exposes some extreme cases that may not be normally observed.   Those were part of the perf trace that I marked down:   A spurious wakeup shouldn't change the behavior as the waiter should find that it is still being queued (list not empty) and so will sleep again. However, if the waiter is rightfully waken but find that there is not enough log space somehow, it will put itself back to the end of the queue. That is a change in behavior that I think could be an issue.  I am just wondering why the code doesn't reserve the actual log space at the time a task is being waken. Instead, it has to try to get it itself after being waken.  Also I think the current code allows consecutive waiters to come in and wake up the same set of tasks again and again. That may be where a part of the performance slowdown come from.   As I said above, spurious wakeup shouldn't cause problem. However, consecutive waiters will probably wake up more tasks than there is log space available. In this case, some of the tasks will be put back to the queue. Maybe a counter to record the log space temporarily reserved for the waken-up task can help to prevent over-subscription.    The wake_q should work correctly as it is used by mutexes and rwsems. We will see a lot of problem reports if that is not the case.   That is probably true.   I am using a old git (1.8). I should probably upgrade to a newer one.   OK   It is because the wake_q uses a field in the task structure for queuing. So a task can only be in one wake_q at a time. Leaving the ticket in the queue may cause the task to be put into multiple wake_q causing missed wakeup, perhaps.    Yes, you are right. The xlog_grant_head_wake_all() need to be modified as well.   OK, I need more time to think about some of the questions that you raise.  Thanks for reviewing the patch.",technical
378505,378562,uncivil,378507,"In the current log space reservation slowpath code, the log space waiters are waken up by an incoming waiter while holding the lock. As the process of waking up a task can be time consuming, doing it while holding the lock can make spinlock contention, if present, more severe.  This patch changes the slowpath code to use the wake_q for waking up tasks without holding the lock, thus improving performance and reducing spinlock contention level.  Running the AIM7 fserver workload on a 2-socket 24-core 48-thread Broadwell system with a small xfs filesystem on ramfs, the performance increased from 192,666 jobs/min to 285,221 with this change. ",technical
378505,379417,civil,379318,"Yes, I realise that.  I am expecting that when it comes to optimising for pmem, we'll actually rewrite the journal to map pmem and memcpy() directly rather than go through the buffering and IO layers we currently do so we can minimise write latency and control concurrency ourselves. Hence I'm not really concerned by performance issues with pmem at this point - most of our still users have traditional storage and will for a long time to come....",technical
379138,379657,civil,379138,"Currently in record mode the tool implements trace writing serially.  The algorithm loops over mapped per-cpu data buffers and stores ready  data chunks into a trace file using write() system call.  At some circumstances the kernel may lack free space in a buffer  because the other buffer's half is not yet written to disk due to  some other buffer's data writing by the tool at the moment.  Thus serial trace writing implementation may cause the kernel  to loose profiling data and that is what observed when profiling  highly parallel CPU bound workloads on machines with big number  of cores.  Experiment with profiling matrix multiplication code executing 128  threads on Intel Xeon Phi (KNM) with 272 cores, like below, demonstrates data loss metrics value of 98%: Data loss metrics is the ratio lost_time/elapsed_time where  lost_time is the sum of time intervals containing PERF_RECORD_LOST  records and elapsed_time is the elapsed application run time  under profiling.  Applying asynchronous trace streaming thru Posix AIO API  lowers data loss  metrics value providing ~25% improvement in average.  ",technical
383199,392690,uncivil,383199,Using checkpatch.pl I was able to find a multiline dereference which goes again the coding style for the kernel. I'm still working on my email client so the indentation looks bad here (in gmail) but the arguments for comedi_check_trigger_arg_min should go just under the opening ,technical
390394,390741,civil,390396,"Since the size is now fixed, there is no need to include the tfm argument. This removes it from the definition and callers.   --",technical
391895,394633,civil,392481,"Hi, Please document both of these kernel parameters in Documentation/admin-guide/kernel-parameters.txt.",technical
391895,397297,uncivil,396847,"Here is an extra"" patch containing bug fixes and warning removals, that I have accumulated up to this point.  It goes on top of the other 60 patches. (When it is time for v2, these fixes will be integrated into the appropriate patches within the series.)  The changes are:  1. Avoid a hang with nested scheduled task groups. 2. Get rid of a lockdep warning. 3. Get rid of warnings about missed clock updates. 4. Get rid of ""untested code path"" warnings/reminders (after testing    said code paths).  This should make experimenting with this patch series a little less bumpy.  ",technical
391895,397649,uncivil,397297,"I don't call this non-intrusive.   I'll beg to differ, this isn't anywhere near something to consider merging. Also 'happened' suggests a certain stage of completeness, this again doesn't qualify.   There are known scalability problems with the existing cgroup muck, you just made things a ton worse. The existing cgroup overhead is significant, you also made that many times worse.  The cgroup stuff needs cleanups and optimization, not this.    That is the whole and only reason you did this, and it doesn't even begin to cover the requirements for it.  Not to mention I detest cgroups, for their inherent complixity and the performance costs associated with them.  _If_ we're going to do something for L1TF then I feel it should not depend on cgroups.  It is after all, perfectly possible to run a kvm thingy without cgroups.   Note that in order to avoid PLE and paravirt spinlocks and paravirt tlb-invalidate you have to gang-schedule the _entire_ VM, not just SMT siblings.  Now explain to me how you're going to gang-schedule a VM with a good number of vCPU threads (say spanning a number of nodes) and preserving the rest of CFS without it turning into a massive trainwreck?  Such things (gang scheduling VMs) _are_ possible, but not within the confines of something like CFS, they are also fairly inefficient because, as you do note, you will have to explicitly schedule idle time for idle vCPUs.  Things like the Tableau scheduler are what come to mind, but I'm not sure how to integrate that with a general purpose scheduling scheme. You pretty much have to dedicate a set of CPUs to just scheduling VMs with such a scheduler.  And that would call for cpuset-v2 integration along with a new scheduling class.  And then people will complain again that partitioning a system isn't dynamic enough and we need magic :/  (and this too would be tricky to virtualize itself)   You gloss over a ton of details here, many of which are non trivial and marked broken in your patches. Unless you have solid suggestions on how to deal with all of them, this is a complete non-starter.  The per-cpu IRQ/steal time accounting for example. The task timeline isn't the same on every CPU because of those.  You now basically require steal time and IRQ load to match between CPUs. That places very strict requirements and effectively breaks virt invariance. That is, the scheduler now behaves significantly different inside a VM than it does outside of it -- without the guest being gang scheduled itself and having physical pinning to reflect the same topology the coschedule=1 thing should not be exposed in a guest. And that is a mayor failing IMO.  Also, I think you're sharing a cfs_rq between CPUs: that is broken, the virtual runtime stuff needs nontrivial modifications for multiple CPUs. And if you do that, I've no idea how you're dealing with SMP affinities.   You don't even begin to outline how you preserve smp-nice fairness.   IOW it's completely friggin useless for L1TF.   Have you actually read your own code?  What about that atrocious locking you sprinkle all over the place? 'some additional lock contention' doesn't even begin to describe that horror show.  Hint: we're not going to increase the lockdep subclasses, and most certainly not for scheduler locking.   All in all, I'm not inclined to consider this approach, it complicates an already overly complicated thing (cpu-cgroups) and has a ton of unresolved issues while at the same time it doesn't (and cannot) meet the goal it was made for.",uncivil
399771,400133,uncivil,399771,"When link status change needs to be committed and rtnl lock couldn't be taken, avoid redisplay of same link status change message.  ",technical
399771,401526,uncivil,401073,"Thanks Eric for reviewing the patch. rtnl_needed is not a shared variable, it is part of bonding structure, that is one per bonding driver instance. There can't be two parallel instances of bond_miimon_inspect for a single  bonding driver instance at any given point of time. and only bond_miimon_inspect updates it. That's why I think there is no need of any synchronization here.    Thank you for cautioning us on bool usage. even a u8 can meet our requirement.  we will change it.  but, if time permits can you share more on particularly dangerous here, at least on some arches"".""",technical
402510,413538,uncivil,413483,There is a hunk a bit lower in the patch where in perf_pmu_register the  initial setting is assigned from the global sysctl.   Sure!,technical
402510,413650,uncivil,413538,"Tvrtko,  It would be very helpful if you cc all involved people on the cover letter instead of just cc'ing your own pile of email addresses. CC'ed now.   This is really not helpful. The cover letter and the change logs should contain a summary of that discussion and a proper justification of the proposed change. Just saying 'sysadmins might want to allow' is not useful at all, it's yet another 'I want a pony' thing.  I read through the previous thread and there was a clear request to involve security people into this. Especially those who are deeply involved with hardware side channels. I don't see anyone Cc'ed on the whole series.  For the record, I'm not buying the handwavy 'more noise' argument at all. It wants a proper analysis and we need to come up with criteria which PMUs can be exposed at all.  All of this want's a proper documentation clearly explaining the risks and scope of these knobs per PMU. Just throwing magic knobs at sysadmins and then saying 'its their problem to figure it out' is not acceptable.",uncivil
402510,413698,uncivil,413650,"Hi,    I accept it was by bad to miss adding Cc's on the cover letter, but my  own email addresses hopefully should not bother you. It is simply a  question of what I have in .gitconfig vs what I forgot to do manually.   Okay, for the next round I will expand the cover letter with at least  one concrete example on how it is usable and summarize the discussion a bit.   Who would you recommend I add? Because I really don't know..   Presumably you see adding fine grained control as diminishing the  overall security rather than raising it? Could you explain why? Because  incompetent sysadmin will turn it off for some PMU, while without having  the fine-grained control they wouldn't turn it off globally?  This feature was requested by the exact opposite concern, that in order  to access the i915 PMU, one has to compromise the security of the entire  system by allowing access to *all* PMU's.  Making this ability fine-grained sounds like a logical solution for  solving this weakening of security controls.  Concrete example was that on video transcoding farms users want to  monitor the utilization of GPU engines (like CPU cores) and they can do  that via the i915 PMU. But for that to work today they have to dial down  the global perf_event_paranoid setting. Obvious improvement was to allow  them to only dial down the i915.perf_event_paranoid setting. As such,  for this specific use case at least, the security is increased.",uncivil
402510,413768,uncivil,413698,"Tvrtko,    The keyword in the above sentence is 'just'. You can add as many of yours as you want as long as everybody else is cc'ed.   Sure, and because you don't know you didn't bother to ask around and ignored the review request.  I already added Kees and Jann. Please look for the SECCOMP folks in MAINTAINERS.   I did not say at all that this might be diminishing security. And the argumentation with 'incompetent sysadmins' is just the wrong attitude.  What I was asking for is proper documentation and this proper documentation is meant for _competent_ sysadmins.  That documentation has to clearly describe what kind of information is accessible and what potential side effects security wise this might have. You cannot expect that even competent sysadmins know offhand what which PMU might expose. And telling them 'Use Google' is just not the right thing to do.  If you can't explain and document it, then providing the knob is just fulfilling somebodys 'I want a pony' request.   Sure, and this wants to be documented in the cover letter and the changelogs.  But this does also require a proper analysis and documentation why it is not a security risk to expose the i915 PMU or what potential security issues this can create, so that the competent sysadmin can make a judgement.  And the same is required for all other PMUs which can be enabled in the same way for unprivileged access. And we might as well come to the conclusion via analysis that for some PMUs unpriviledged access is just not a good idea and exclude them. I surely know a few which qualify for exclusion, so the right approach is to provide this knob only when the risk is analyzed and documented and the PMU has been flagged as candidate for unpriviledged exposure. I.e. opt in and not opt out.",uncivil
402510,413778,uncivil,413776,Which paranoia level would be used for the i915.perf_event_paranoid setting in such a case?  Perhaps also CC  on the next version.,technical
