thread_id,email_id,quotation,quotation_code,email_final_code
347183,349692,It doesn't because the call to pm_runtime_get_sync() is not happening in output_poll_execute() but in drm_dp_mst_link_probe_work().,neutral,civil
245912,245922,Is this include needed ?,neutral,civil
289026,292549,So I would argue that you have quite a good knowlege of the setup.,neutral,civil
377230,377461,That's a new nested loop.,neutral,civil
541450,543076,The kernel simply operates on the options available in the buffer.,neutral,civil
365796,367116,This I can fix it should be a value between 1 and 6    --  ------------------,neutral,civil
498594,576302,Making it very clear from the begining this is x86-only issue.,neutral,civil
365796,367690,Hi!,neutral,civil
266279,266313,"When an application calls VIDIOC_ENUM_FMT from a /dev/video0 device, it will just enumerate a hardware functionality, with is constant for a given hardware piece.",neutral,civil
467091,471458,Do you deny that?,neutral,civil
169133,179802,"If it's worth the effort at this point, I don't know.",neutral,civil
336834,337316,The patch mostly shares my personal experience of trying to make sense of lockdep output.,neutral,civil
541450,543076,"Assume this code will be built and run against kernel versions A and B, in which: A) has a struct sctp_event_subscribe with a size of 9 bytes B) has a struct sctp_event_subscribe with a size of 10 bytes (due to the added field sctp_sender_dry_event)  That gives us 4 cases to handle  1) Application build against kernel A and run on kernel A.",neutral,civil
498594,576302,"Next sentence speaks about present bit"" of ""page table entry"".""",neutral,civil
167856,174594,These pins were configured with bias-pull-up.,neutral,civil
498594,770007,"Actually, I still call it a lie.",neutral,civil
358863,358900,"First of all, 	* none of ->actor() callbacks will ever get called directly.",neutral,civil
383199,392690,"Also, all your patches have the whitespace turned from tabs into spaces, making them impossible to be applied even if I wanted to :)",neutral,civil
347183,348381,We can enable  displays now!,neutral,civil
347183,349692,"So it looks like drm_dp_mst_link_probe_work() can only ever run while the GPU is runtime resumed, it never runs while the GPU is runtime suspended.",neutral,civil
307410,349339,I took a closer look at this and it's not necessary.,neutral,civil
245912,245922,cancel_delayed_work_sync() ?,neutral,civil
239101,240255,"I never did get an answer about how the sg array is free'd in certain error paths (see FIXME:"" in the 2nd patch).""",neutral,civil
169133,179802,"There is related (more visible in practice, though we aren't affected) issue of active"" vs ""passive"" mode (hdlc_ppp.c is ""active""  and two ""passives"" wouldn't negotiate at all).""",neutral,civil
259276,259299,The driver is filled with mdelay()s for this reason.,neutral,civil
347183,348381,"As for whether or not this patch is even the right solution, I will need to confirm that tommorrow (if you don't think it is still, please feel free to say so!)",neutral,civil
202437,513970,* Can such an information lead to differences in the preferred patch granularity?,neutral,civil
266017,266025,Could you analyze further instead of blindly putting the flag?,neutral,civil
170193,188745,Replies inlined below.,neutral,civil
391895,397649,b) The runqueue locks are usually only taken by the leader of said runqueue.,neutral,civil
541450,541515,"The patch is going into the latest, but can also be backported on future stables.",neutral,civil
165657,169349,These newlines are there to separate stuff for readability sake.,neutral,civil
402510,413768,I am happy to work on the mechanics of achieving this once the security  guys and all PMU owners get involved.,neutral,civil
498594,770007,"I tried to be helpful and submit a patch, but I don't feel like you are cooperating on getting the patch applied.",neutral,civil
261866,263843,"To make that work, we would need a mmc bus lock"" to be managed by the core.""",neutral,civil
498594,590551,And that can be deduced from the code.,neutral,civil
422694,423291,Especially mindless changes aimed  at improving readability while in fact making things less readable.,neutral,civil
331266,331694,"Yes the individual patches aren't yet at the level of polish for a formal submission, we (naively ?)",neutral,civil
346223,347267,Linux distro engineers?,neutral,civil
377230,377461,"AFAICT the patch changes the spurious wakeup behaviour - it requeues tasks to the tail of the queue if there wasn't space available when they are woken, rather than leaving them as them at the head.",neutral,civil
498594,573990,"Affected processors  ------------------- @@ -76,12 +77,14 @@ Attack scenarios     deterministic and more practical.",neutral,civil
402510,414000,Essentially these are channels of information.,neutral,civil
239101,240255,They've been dropped.,neutral,civil
365796,367116,There is no easy way to give indication to the driver which LED node belongs to which control bank.,neutral,civil
222860,230472,Can you add a commit message explaining why you add a specific defconfig  for this board.,neutral,civil
358863,358900,3 of them (all in fs.h) are of the form The fourth is         return which itself is an ->actor() callback.,neutral,civil
482005,482038,Could you describe in details the desired behaviour of this interface?,neutral,civil
391895,397649,"Are you referring to cgroups in general, or task groups (aka.",neutral,civil
202437,191275,How would the situation change if I would dare to regroup possible update steps?,neutral,civil
402510,413698,And telling them 'Use Google' is just not the right thing to do.,neutral,civil
170193,170197,"This is all good information, but I'd suggest it belongs more in the 0/n patch posting than here.",neutral,civil
289026,292839,I am also quite confused why you keep distinguishing surplus hugetlb pages from regular preallocated ones.,neutral,civil
498594,574882,"That's incorrect, because there are a lot of x86-32 systems which are not affected.",neutral,civil
377230,377461,You must be using a non-standard git option here.,neutral,civil
431048,432750,"My original comment was trying to provide the concept behind a way to create an alternate wording in the patch to define which email addresses"".""",neutral,civil
72369,470502,"If it's not a problem anymore IIUC, can we revert the change as it still breaks hotplug_unpopulated=1"" for the reasons I described above?""",neutral,civil
210458,210459,"Why would it do that, because it thinks dereferencing NULL is undefined behaviour and it can just do whatever it wants to?",neutral,civil
498594,574882,Calling this a lie is a completly unjustified personal attack on those who spent quite a lot of time on writing up documentation in the first place.,neutral,civil
245912,245916,I didn't put that warning in there for no good reason.,neutral,civil
377230,377461,Does the wake_q code work correctly (e.g.,neutral,civil
391895,394633,"On the console, I see the same backtraces I see when I try to set all of the VMs to be coscheduled:  [  144.494091] watchdog: BUG: soft lockup - CPU#87 stuck for 22s!",neutral,civil
170193,170197,Who are you expecting to read it?,neutral,civil
202437,513970,I find it very surprising that you rejected 146 useful update suggestions so easily.,neutral,civil
169133,177642,"In drivers/net/wan/hdlc.It will do nothing  not start any new protocol and thus the timer.""",neutral,civil
245912,245922,Please handle error cases first.,neutral,civil
306145,357688,Your email client should not be forcing you to top post.,neutral,civil
410867,414489,"I'm tossing the rest of your changes in this area for now, sorry.",neutral,civil
347183,348381,"drm_kms_helper_is_poll_worker()), all that would mean is that we wouldn't grab any runtime power reference and the GPU would immediately suspend once the atomic commit finished, as the suspend request in Thread 5 would finally get unblocked and thus----suspend.",neutral,civil
391895,394633,"I am happy to do any further debugging I can do, or try patches on top of those posted on the mailing list.",neutral,civil
571417,571702,--  Sent from my Android device with K-9 Mail.,neutral,civil
289026,292549,So sorry if I am repeating something already sorted out.,neutral,civil
306145,317171,I _think_ these are identical.,neutral,civil
358863,358900,"Furthermore, who the hell cares which callback has stepped into it?",neutral,civil
289026,291846,"Therefore, I am concerned that this may be going against basic cgroup design philosophy.",neutral,civil
402510,413538,"Tvrtko,    It would be very helpful if you cc all involved people on the cover letter instead of just cc'ing your own pile of email addresses.",neutral,civil
541450,544269,"Which, btw, is terrible behavior.",neutral,civil
261866,263843,Let me elaborate a bit for your understanding.,neutral,civil
391895,397649,":) I wanted a summary, not a design document.",neutral,civil
402510,413778,"The fact, that the existing knob is poorly documented does make an excuse for adding more knobs without documentation.",neutral,civil
422694,423291,"Yes yes, I *know* that  GCC is not very intelligent about it and requires hand-holding, but  blaming the existing comment for not *properly* marking an intentional  fall through is ... rich.",neutral,civil
245912,245922,It might make sense to provide the duplicate functions in a core file.,neutral,civil
180488,180837,"If mmap_sem is not needed for migrate_pages(), please ignore this patch.",neutral,civil
467091,479249,I don't see why.,neutral,civil
167856,174594,"No problem, at the beginning, I only wanted to enable the strict.",neutral,civil
169133,177642,"Ok, I check the source code again.",neutral,civil
498594,574206,I would really like to get an ack from the people who have been deep into this first.,neutral,civil
314071,314224,The commit description is not quite correct.,neutral,civil
347183,348381,"Hopefully I explained that better this time, I'll definitely make sure to actually include that diagram in the patch.",neutral,civil
245912,245922,"FWIW, it might be better to pass channel - DEFAULT_CHANNEL_NUMS as parameter.",neutral,civil
365796,367116,The control-bank-cfg is a device level property and the reg under the child is a LED string level property denoting the Class node to control bank mapping.,neutral,civil
498594,590551,That's truly confusing and truly x86 specific.,neutral,civil
207400,208159,oops - left that in by mistake.,neutral,civil
169133,193114,"If it's worth the effort at this point, I don't know.",neutral,civil
402510,413778,"If you want to make a pettifogger contest out of this discussion, then we can stop right here.",neutral,civil
391895,397649,"At least, that's my goal.",neutral,civil
402510,413698,I did not say at all that this might be diminishing security.,neutral,civil
498594,574882,The 2G limitation is not a general limitation.,neutral,civil
498594,576302,"Affected processors  ------------------- @@ -76,12 +77,15 @@ Attack scenarios     deterministic and more practical.",neutral,civil
202437,191241,I don't understand what is so difficult about this.,neutral,civil
521470,533953,"I might be wrong, and if that's not the case I can take a look deeper and the end of the week.",neutral,civil
281311,283024,It looks like you are not actually sure what you are doing then.,neutral,civil
239101,240572,"(I can send it in a patch format, but it doesn't include a fix for Eric Biggers comments) ",neutral,civil
307410,349339,What you didn't notice is that split_remote() separates the colon whether there is a host or not.,neutral,civil
365796,367690,Thanks!,neutral,civil
391895,397297,You don't even begin to outline how you preserve smp-nice fairness.,neutral,civil
391895,397649,It's work in progress.,neutral,civil
391895,397649,"Each    CPU only accesses runqueues, where itself is the leader.",neutral,civil
541450,541515,But maybe that's just me.,neutral,civil
331266,331694,thought that's what the whole RFC tag is about :-),neutral,civil
539613,546377,"I understand that is helps for a complicated patch set to explain the problem and solution in the cover letter, but for this simple test case addition what's the point?",neutral,civil
169133,193114,"There is related (more visible in practice, though we aren't affected) issue of ""active"" vs ""passive"" mode (hdlc_ppp.c is ""active""  and two ""passives"" wouldn't negotiate at all).",neutral,civil
307410,311549,"Well, clients not checking the error code made this harder to debug for sure, but removing the error code is a side effect and not what is happening here (in fact someone should probably still go back and add error checking because these functions can still return errors but that's not really something I have time to do).",neutral,civil
202437,191275,I am curious if bigger patch packages would be easier to get accepted.,neutral,civil
239101,240572,following is a diff of my fix based on your modifications.,neutral,civil
498594,573990,Take a care to look at the patch I submitted?,neutral,civil
391895,397649,"With this patch set, only those parts that are actually coscheduled are involved in synchronization.",neutral,civil
72369,470502,I think we shouldn't consider this as a valid thing to do and don't try to workaround initially incorrect code.,neutral,civil
498594,574882,It's interesting that quite some people were actually happy about that document.,neutral,civil
422694,423291,"What is not ""proper"" about the existing comment?",neutral,civil
539613,546296,Also use tag selftests/tpm2 instead of having two tags in the short summaries.,neutral,civil
165231,165261,"My point is, we might as well take the opportunity to fix this right away, don't you think?",neutral,civil
183468,183472,Thanks for testing this and letting me know.,neutral,civil
391895,397649,"Though, at this stage I am also really interested in things that are broken, that I am not aware of yet.",neutral,civil
152625,157636,"Initially i was sceptical of rst & once instead of hitting the fly, hit make htmldocs on the keyboard :)  and the opinion about it was changed.",neutral,civil
467091,471458,"For those that are placed directly under drivers/i3c/controllers/... (because they only have one .c file), I'd like to keep a standard prefix.",neutral,civil
289431,289688,If we want to allow userland to eventually be able to scrape this value out of the kernel (as we discussed at LSF/MM) then we can't assume that it'll be doing any sort of syncfs call beforehand.,neutral,civil
161354,161783,"For 2500Base-X, do you report a speed of 2500Mbps through ethtool, or are you reporting 1000Mbps?",neutral,civil
541450,543076,Applications built against newer kernel can't expect all the features/semantics/etc to be identical to older kernels.,neutral,civil
358863,358900,So all these return -E... in the instances are completely pointless  we should just turn filldir_t into pointer-to-function-returning-bool and get rid of that boilerplate  rather than adding more to it.,neutral,civil
476403,477136,Not to mention that WARN is gramatically incorrect.,neutral,civil
245912,245953,You follow a similar pattern above in the write case.,neutral,civil
422694,423291,And  it would be nice to not blame the existing code for brain damage in GCC  and various other static analyzers.,neutral,civil
402510,413698,You can add as many of yours as you want as long as everybody else is cc'ed.,neutral,civil
377230,378511,Thanks for your detailed review of the patch.,neutral,civil
498594,574882,"Sorry, that we weren't able to live up to your high standards.",neutral,civil
202437,505099,"So in this particular case I would expect two omap_vout patches: one for the bug fix, one for the cleanups.",neutral,civil
541450,542126,"If you look at the git log, this particular structure has been extended about 6 times in the life of sctp.",neutral,civil
170193,170197,The introduction of *this* document should say what it actually covers.,neutral,civil
169133,204633,"Please send it properly again, plain ASCII text, and no trasnformations by your email client.",neutral,civil
174735,199701,"Are you suggesting each driver should implement every single callback available and if it is not implemented, return -ENOSYS ?",neutral,civil
174735,199976,"One do not load all crypto drivers at once, simple because one board has only one crypto HW (or few closely related), and if one even try, almost none of them will initialize on given hardware.",neutral,civil
391895,397649,"(And while there is of course a use case for    VMs in this, another class of use cases are auxiliary tasks, see eg, [1-5].)",neutral,civil
216128,216133,why is the #ifdef needed here?),neutral,civil
377230,377461,"Linux kernel specific includes go in fs/xfs/xfs_linux.h, not individual files.",neutral,civil
391895,397649,"So, conceptually, this scales to larger systems from that point of view.",neutral,civil
232313,234089,"Hi,    meta comment (i.e., not about the merits of the patch itself):  You'll need to send the patch to someone if you want it to be merged.",neutral,civil
431048,432750,I'm sure that the professionals that deal with information privacy could provide better wording for the above list.,neutral,civil
498594,590551,Also the PAE part needs to go to a completely different section.,neutral,civil
266279,266313,"It probably makes sense to have somewhere at smatch a place where we could explicitly mark the false-positives, in order to avoid use to receive patches that would just add an extra delay where it is not needed.",neutral,civil
245912,245953,Do we need them all?,neutral,civil
391895,397649,"But maybe, people start experimenting with coordinated scheduling decisions -- after all, there is a ton of research on what one *could* do, if there was coscheduling.",neutral,civil
245912,245953,Can we do something like this?,neutral,civil
391895,397297,And that is a mayor failing IMO.,neutral,civil
498594,590551,What is 'the standards'?,neutral,civil
391895,397649,Works as before (or will work as before): a coscheduled task group has its own set of per CPU runqueues that hold the tasks of this group (per CPU).,neutral,civil
336834,337316,Thank you in advance.,neutral,civil
431048,432750,Anything else collected by the project would not be considered public.,neutral,civil
391895,397649,"Still, the current state is good to start a discussion about the involved mechanics.",neutral,civil
170193,170197,"You could improve things a lot by (once again) going to RST and using directives to bring in the kerneldoc comments from the source (which, I note, do exist).",neutral,civil
266918,269136,"Finally, as all of these patches are totally independent, I thought it would be the best to send them as separated patches,  each drivers maintainers being then free to accept, reject or ignore the patch(es) concerning him/her.",neutral,civil
347183,348381,Cheers!,neutral,civil
391895,397297,I don't call this non-intrusive.,neutral,civil
336834,337316,"On the contrary, it tells the user that all the locks are being held by the same task, which seems to be wrong.",neutral,civil
230843,231058,For FTRACE use case.,neutral,civil
541450,544269,"This patch, at best, needs some work and definitely a longer and more detailed commit message.",neutral,civil
377230,377461,Fixing this may simply be using a larger log on your benchmark systems.,neutral,civil
482005,482038,"The callback would trigger before the return to userland, so observable timing of the final close wouldn't be changed.",neutral,civil
391895,394633,This is using cosched_max_level=1.,neutral,civil
289026,292839,Are you going to uncharge those surplus pages ffrom memcg to reflect their persistence?,neutral,civil
245912,245953,Use a few more lines to make it clear what your code is doing.,neutral,civil
152625,157636,"Later while fighting with memory-barriers.txt, felt that it might be good for it as well as to be in that company.",neutral,civil
347183,349692,"First of all, I was mistaken when I wrote above that a check for !drm_kms_helper_is_poll_worker() would solve the problem.",neutral,civil
346223,347267,"As far as I can tell, the above is the whole reason for the patchset, yes?",neutral,civil
431048,432750,"In that context, my personal information is not _public_, but it is _ordinarily collected_ by the company.",neutral,civil
541450,543076,It shouldn't.,neutral,civil
467091,479249,"You mean, inside a sub-folder (drivers/i3c/controllers/{vendor}/)?",neutral,civil
467091,471458,"And again, I'm questioning the necessity of per-IP directories at the root level.",neutral,civil
336834,337316,"I can also reproduce it on v4.14, so it appears to be in the kernel for quite some time.",neutral,civil
391895,397297,"That is, the scheduler now behaves significantly different inside a VM than it does outside of it -- without the guest being gang scheduled itself and having physical pinning to reflect the same topology the coschedule=1 thing should not be exposed in a guest.",neutral,civil
541450,543076,"To be clear,  this is situation (1) above, and yeah, running on the kernel you built your application against should always work from a compatibility standpoint.",neutral,civil
245912,245953,The property is optional so I suggest we don't print a message if it's not present.,neutral,civil
245912,245953,"I'm only just learning about PECI, but I do have some general comments below.",neutral,civil
266279,266313,"Also, the net is full of other resources that would allow anyone to get the supported formats for a piece of hardware.",neutral,civil
169133,177084,"Sorry, I will not apply this until the exact issue is better understood.",neutral,civil
289026,291846,The question is whether this is an appropriate way to approach the issue.,neutral,civil
391895,397649,There are also no tasks in a runqueue when it is responsible for more than one CPU.,neutral,civil
476403,478120,And fundamentally that has to be so.,neutral,civil
289026,294078,I will completely apologize if my way of thinking is wrong.,neutral,civil
391895,397297,"And if you do that, I've no idea how you're dealing with SMP affinities.",neutral,civil
498594,574882,So what exactly is the point of this change?,neutral,civil
152625,157636,"It was easy to navigate through various docs & the realized that various topics (& many) were present (yes, it was there earlier also, but had to dive inside Documentation & search, while viewing the toplevel index.html made them standout).",neutral,civil
498594,573990,"The Linux kernel contains a mitigation for this attack vector, PTE -   inversion, which is permanently enabled and has no performance -   impact.",neutral,civil
498594,574882,Sure.,neutral,civil
377230,377461,"This is intentional - spurious wakeups are rare enough we can ignore them because a) this is the slow path, and b) correctness is far more important that performance in this path.",neutral,civil
391895,397297,"Not to mention I detest cgroups, for their inherent complixity and the performance costs associated with them.",neutral,civil
259276,259299,Did you actually test this?,neutral,civil
202437,196318,Are there any further possibilities to consider around consequences from a general change resistance?,neutral,civil
402510,414000,There are cases where it isn't a problem at all.,neutral,civil
347183,348381,that took a LONG time to come up with.,neutral,civil
498594,770007,Hi!,neutral,civil
431048,432750,Where are email addresses allowed to be published?,neutral,civil
306145,317171,And wrap your lines at around 75 characters      Look closely at the two implementations.,neutral,civil
467091,471458,"I don't think we can do like I2C, simply because we need to expose a valid DCR + manuf-ID/PID so that other masters can bind the device to the appropriate driver on their side.",neutral,civil
498594,576302,"L1 Terminal Fault is a hardware vulnerability which allows unprivileged -speculative access to data which is available in the Level 1 Data Cache -when the page table entry controlling the virtual address, which is used -for the access, has the Present bit cleared or other reserved bits set.",neutral,civil
391895,397649,"At this stage, it is just a way to experiment with larger systems without having to disable lockdep.",neutral,civil
169133,179802,"Anyway, since the patch is safe and can solve an existing problem",neutral,civil
289431,292003,  Doing anything during the async pass would be counterproductive.,neutral,civil
541450,544269,The fact that the use of the new feature is hidden in the new structure elements is really rotten.,neutral,civil
467091,471421,Splitting the driver is something that soon or later I will have to do.,neutral,civil
391895,397649,the cpu controller) specifically?,neutral,civil
165231,165261,Otherwise this looks good to me.,neutral,civil
310967,311378,There are no unexpected results.,neutral,civil
331266,331355,you need to document the heck out of this in the changelog to help explain all of these odd design decisions.,neutral,civil
368515,368789,Note that PERF_SAMPLE_CODE_PAGE_SIZE would not have to be tied to PEBS unlike DATA_PAGE_SIZE.,neutral,civil
498594,573990,"There's admin guide that is written as an advertisment, and     unfortunately is slightly inaccurate"" at places (to the point of     lying).""",neutral,civil
210458,210461,A: Because it messes up the order in which people normally read text.,neutral,civil
174735,199976,"As I said above, it reduces binary size at cost of more source code in few drivers.",neutral,civil
174735,199600,The core can very well check if these functions are not populated and return ENOSYS   So you remove all NULL pointer checks ?,neutral,civil
266279,266313,"Please notice that I'm fine if you want to submit potential Spectre variant 1 fixups, but if you're willing to do so, please provide an explanation about the potential threat scenarios that you're identifying at the code.",neutral,civil
216128,216133,Where does serial8250_skip_old_ports get used where CONFIG_SERIAL_8250 isn't defined?,neutral,civil
402510,414000,For users who have multiple users there can be different tradeoffs.,neutral,civil
202437,505193,"[GIT,PULL,FOR,v4.15] Cleanup fixes This time, I was nice and I took some time doing",neutral,civil
467091,471421,"I would bet to do something like in i2c, we don't need the same level of  complexity found in USB.",neutral,civil
289026,294078,"It seems very strange that charge hugetlb page to memcg, but essentially it only charges the usage of the compound page obtained from the buddy pool, and even if that page is used as hugetlb page after that, memcg is not interested in that.",neutral,civil
289026,271213,"And even if that handling is done well, it will not be a valid reason to charge surplus hugepage to memcg.",neutral,civil
498594,573990,"On x86-32, this physical memory +   needs to be limited to 2GiB to make mitigation effective.",neutral,civil
245912,245953,"How about we check that the regmap is working once in your _probe() function, and assume it will continue working from there (or remove the regmap abstraction all together).",neutral,civil
331266,331847,"Well, it adds documentation :-) You can just read the patch which is ... the documentation :)  Yes, you did that's fine.",neutral,civil
170193,188745,"ok, the example route should be more explicative.",neutral,civil
331266,331694,"This is an RFC series, it's not meant for you to take at this point, it's about discussing the overall approach to exposing BMC random tunables"" as explained in patch 0 of the series.""",neutral,civil
374095,374559,Good find!,neutral,civil
541450,542126,"Also misleading, as it assumes that we're not intentionally doing this.",neutral,civil
202437,513970,* Could your reaction have been different if the remarkable number of   change possibilities were sent by different authors (and not only me)?,neutral,civil
498594,573990,Lie:  # A system with an up to date kernel is protected against attacks from # malicious user space applications.,neutral,civil
169133,193114,"But if you have a better idea to fix it,I am glad to see it.",neutral,civil
541450,543076,"I disagree with this, at least as a unilateral statement.",neutral,civil
266918,269136,"It seems it was a bad guess, and yes, I see the point of having a series for this.",neutral,civil
539613,546296,You are missing a cover letter from this patch set.,neutral,civil
402510,413538,All of this want's a proper documentation clearly explaining the risks and scope of these knobs per PMU.,neutral,civil
222860,223021,"There's a surprising amount of similarity between U-boot and Linux drivers (no coincidence I'm sure), including <linux/...> headers.",neutral,civil
174735,199553,"This makes no sense, cfr my comment on 5/5  Seems like if the driver doesn't implement those, the core can easily detect that and perform the necessary action.",neutral,civil
498594,573990,"Ok, I guess L1TF was a lot of fun, and there was not time for a good     documentation.",neutral,civil
245912,245922,"Besides, the error can also be propagated from peci core code, and may well be something else.",neutral,civil
266918,269136,"I hesitated between a single patch, a series or separated patches.",neutral,civil
207400,208102,Do you mean why use a work procedure?,neutral,civil
431048,432750,There seems to be a disconnect between what I am trying to communicate and what I perceive you to have understood.,neutral,civil
174735,199600,"Come on ...   You can very well impose that in the core, except you don't duplicate the code.",neutral,civil
391895,397649,"How would you tell the scheduler, which tasks these are?",neutral,civil
402510,413768,"No, not because of that.",neutral,civil
467091,471458,"If we mix everything in the same subdir, I'd like to have an easy way to quickly identify those that are slave controllers and those that are master controllers.",neutral,civil
266918,269136,I suppose these sort of patches are as much a PITA for the sender than for the receivers.,neutral,civil
391895,394633,"There are several moving parts there, so I tried narrowing it down, by only coscheduling one VM, and thing seemed fine:  One thing that is not entirely obvious to me (but might be completely intentional) is that since by default the top-level libvirt cpu cgroups are empty:    the result of this should be a no-op, right?",neutral,civil
169133,177642,"So it is not my theory guessing, it is a real problem.",neutral,civil
173287,173288,devel mailing list,neutral,civil
289026,291846,"It would be good to get comments from people more cgroup knowledgeable, and especially from those involved in the decision to do separate hugetlb control.",neutral,civil
365796,367690,This is better than my proposal.,neutral,civil
498594,573990,"No problem here  no performance issues  nothing to be seen unless you are running VM.""""",neutral,civil
391895,397297,_If_ we're going to do something for L1TF then I feel it should not depend on cgroups.,neutral,civil
259276,259489,Hello.,neutral,civil
347183,349692,"In that case, the nouveau_pmops_runtime_suspend() should return -EBUSY to abort the runtime_suspend.",neutral,civil
289026,292549,Either by using special wrappers or modifying the code.,neutral,civil
390394,390741,"If we're going to make this a run-time check (I'd much prefer a compile-time check, but I understand that this may involve too much churn), then please do it for stack-based request users only.",neutral,civil
169133,179802,"Perhaps I could look at this later, but no promises (this requires pulling on and setting up some legacy hardware).",neutral,civil
239101,240572,"Regarding free of sg in two error paths, you were correct.",neutral,civil
431048,432750,"Trying to understand how you are understanding my comment vs what I intended to communicate, it seems to me that you are focused on the where allowed"" and I am focused on the ""which email addresses"".""",neutral,civil
281311,281957,"If it doesn't exist, nothing needs to be done.",neutral,civil
482005,482038,"Of course, the proper fix would require TARDIS and set of instruments for treating severe case of retrocranial inversion, so that this ABI"" would've never existed  but...""",neutral,civil
207400,208159,It has 16x ADC channels where some can be temperatures and others can be voltage inputs (based on device tree).,neutral,civil
347183,348381,"Hopefully I'm not missing anything here, but this doesn't really make any sense.",neutral,civil
410867,414489,"Look, reviewing these are pretty stressful for me, because you aren't documenting your changes and in many cases the transformations look incorrect.",neutral,civil
174735,199600,Esp.,neutral,civil
368515,368789,"Layout is important for code as well, in fact, that's what most people want first.",neutral,civil
541450,541515,I'm not sure that forcing a library on users is a good reason to break UAPI.,neutral,civil
378505,379417,"Personally, I've been using ~1PB filesystems(*) for the performance testing I've been doing recently...",neutral,civil
402510,414000,"To really close them completely you would need to avoid sharing anything, or not allowing to measure time, neither of which is practical short of an air gap.",neutral,civil
498594,576302,"I don't know the detailed limits for each system, what about this?",neutral,civil
521470,533953,If I am not mistaken there is still some work in progress trying to push all the SCP stuff?,neutral,civil
303621,305468,Feel free to help in the process.,neutral,civil
336834,337035,You grow that structure from 64 bytes to 96 bytes and with that grow the static footprint of the kernel by 512k (in the very best case) possibly again breaking things like sparc (which have a strict limit on the kernel image size).,neutral,civil
402510,413538,This is really not helpful.,neutral,civil
410867,414489,Please double check your work and resubmit this at some time in the not-too-near future.,neutral,civil
169133,177642,I think you are making changes to the symptom rather than the true cause of the problems you are seeing.,neutral,civil
431048,432750,"I hope this provides some insight into what I am reading into ordinarily collected by the project"".""",neutral,civil
168169,173259,"This message is a bit odd, whether we keep the notion of levels or not.",neutral,civil
391895,397649,"For the future, I imagine a more dynamic variant of task groups/scheduling domains, that can provide all the flexibility one would want without that deep of a nesting.",neutral,civil
541450,541516,For example how likely is it that the growth of this structure make it go over a page?,neutral,civil
391895,397649,Maybe I was a bit to eager in condensing the design to just a few paragraphs...,neutral,civil
165657,169349,That'll break once we get other mitigation variants.,neutral,civil
221804,221853,Ditto.,neutral,civil
168169,173259,"Now, here comes the nasty part: NVIDIA only ever validated the boot values (I guess they are extremely safe ones), and the optimised values (the ones coming from your patch 2, 3, and 4 along with the level 3.",neutral,civil
467091,479249,Actually that's the most interesting part for me: discussing how we want to support I3C slave controllers or mixed master/slave controllers.,neutral,civil
239101,240572,I fixed it by placing several error labels to differentiate each handling.,neutral,civil
391895,397649,It's a trade-off.,neutral,civil
170193,188751,"I cannot comment on your proposal because I do not know where to find the reference you made, or maybe I do not understand what you mean :-(  --",neutral,civil
347183,349692,"output_poll_execute(), and focus on the latter two.",neutral,civil
431048,432750,"- (I am guessing the above covers 97% or more of possible public     sources, but maybe there are some more common sources.)",neutral,civil
169133,179802,"Anyway the problem is real (though not very visible in practice, especially on relatively modern links rather than 300 or 1200 bps dialup connections) and should be fixed.",neutral,civil
498594,576302,"+L1 Terminal Fault is a hardware vulnerability on most recent Intel x86 +CPUs which allows unprivileged speculative access to data which is +available in the Level 1 Data Cache when the page table entry +controlling the virtual address, which is used for the access, has the +Present bit cleared or other reserved bits set.",neutral,civil
245912,245922,Needed ?,neutral,civil
202437,505193,Interesting Would you like to share any more information from this meeting?,neutral,civil
266279,266334,Sorry for the noise.,neutral,civil
331266,331355,"This is a device, you should never have to mess with sysfs calls or kobject calls or structures directly.",neutral,civil
402510,413650,Concrete example was that on video transcoding farms users want to  monitor the utilization of GPU engines (like CPU cores) and they can do  that via the i915 PMU.,neutral,civil
174735,199701,Are you suggesting that the kernel code should NOT perform NULL pointer checks ?,neutral,civil
498594,574882,A 32bit kernel booted on a 64bit capable CPU has the same issue.,neutral,civil
391895,397297,And that would call for cpuset-v2 integration along with a new scheduling class.,neutral,civil
402510,414266,"But because there is no single answer, it's even more important to have proper documentation.",neutral,civil
289026,292839,Being a surplus page is an implementation detail that we use for an internal accounting rather than something to exhibit to the userspace even more than we do currently.,neutral,civil
161354,161783,--  RMK's Patch system:  FTTC broadband for 0.8mile line in suburbia: sync at 8.8Mbps down 630kbps up According to speedtest.net: 8.21Mbps down 510kbps up,neutral,civil
245912,245953,I think print_hex_dump_debug will do what you want here.,neutral,civil
391895,397649,"If it is, it might get adopted.",neutral,civil
168169,173259,Well done!,neutral,civil
307410,311549,No this is not a feature request.,neutral,civil
390394,390741,Sorry but I don't like imposing a run-time check on everybody when stack-based requests are the odd ones out.,neutral,civil
498594,770007,At this point I want you to fix it yourself.,neutral,civil
467091,471458,"I'm not saying I'm always right, but I need to understand the problems you're trying to solve to take a decision, and I don't think you initially gave all the details I needed to understand your PoV.",neutral,civil
467091,471421,"To be clear, the subsystem is nice and I working with daily.",neutral,civil
307410,307390,"Oops, sorry, I double posted patch 5.",neutral,civil
402510,413778,"Quite the contrary, if we notice that the existing knob lacks proper documentation, then we should fix that first.",neutral,civil
168060,169219,Hmm?,neutral,civil
